,Target Entity,Relationship,Category_src,Description_src,EDescription_src,GDescription_src,full_community_id_src,name_src,Categorisation_trg,Category_trg,Description_trg,Dimensions_trg,Form_trg,Free_of_trg,Material_trg,Specifications_trg,Title_trg,ewc_trg,finalValue_trg,full_community_id_trg,name_trg,orderCount_trg,startingValue_trg,startingWeight_trg,waste_trg,wastePercentage_trg
965,"waste:650.0,ewc:[170411 170407 191203 191212 191202 170401 170402 170405],startingWeight:198945.0,wastePercentage:0.5,name:ΨΥΧΟΜΑΝΗ ΑΦΟΙ ΙΚΕ (ΤΟΜ.ΜΕΤΑΛΛΟΥ),orderCount:34,finalValue:176445.54,full_community_id:1267,startingValue:177066.16",SUPPLIES,['Non-Ferrous'],,,"['Category', 'STAINLESS STEEL NON-CONFORMITIES']",['645'],['80002'],,,,,,,,,,"['[170411 170407 191203 191212 191202 170401 170402 170405]', 'startingWeight']",['176445.54'],"['1267', 'startingValue']","['orderCount', 'ΨΥΧΟΜΑΝΗ ΑΦΟΙ ΙΚΕ (ΤΟΜ.ΜΕΤΑΛΛΟΥ)']","['finalValue', '34']",['177066.16'],"['wastePercentage', '198945.0']","['650.0', 'ewc']",['0.5']
966,"ewc:[200140],waste:30.0,startingWeight:76235.0,orderCount:4,wastePercentage:0.0,name:ΒΙΣΒΑΡΔΗΣ Α.Ε.,full_community_id:1036,finalValue:64409.625,startingValue:64441.875",SUPPLIES,['Non-Ferrous'],,,"['Category', 'STAINLESS STEEL NON-CONFORMITIES']",['645'],['80002'],,,,,,,,,,"['waste', '[200140]']","['64409.625', 'startingValue']","['finalValue', '1036']",['ΒΙΣΒΑΡΔΗΣ Α.Ε.'],"['wastePercentage', '4']",['64441.875'],"['orderCount', '76235.0']","['startingWeight', '30.0']",['0.0']
967,"waste:315.0,ewc:[191202 200140],startingWeight:19435.0,wastePercentage:1.3,name:STAALCO ΜΕΤΑΛΛΙΚΕΣ ΚΑΤΑΣΚΕΥΕΣ Μον/π,orderCount:2,full_community_id:1075,finalValue:10707.380000000001,startingValue:10823.625",SUPPLIES,['Non-Ferrous'],,,"['Category', 'STAINLESS STEEL NON-CONFORMITIES']",['645'],['80002'],,,,,,,,,,"['[191202 200140]', 'startingWeight']","['startingValue', '10707.380000000001']","['finalValue', '1075']","['orderCount', 'STAALCO ΜΕΤΑΛΛΙΚΕΣ ΚΑΤΑΣΚΕΥΕΣ Μον/π']",['2'],['10823.625'],"['wastePercentage', '19435.0']","['ewc', '315.0']",['1.3']
968,"ewc:[200140],waste:10.0,startingWeight:2140.0,wastePercentage:0.4,name:ΛΙΑΠΗΣ ΒΑΣΙΛΕΙΟΣ Ι.,orderCount:2,finalValue:1597.5,full_community_id:1055,startingValue:1605.0",SUPPLIES,['Non-Ferrous'],,,"['Category', 'STAINLESS STEEL NON-CONFORMITIES']",['645'],['80002'],,,,,,,,,,"['waste', '[200140]']",['1597.5'],"['1055', 'startingValue']","['orderCount', 'ΛΙΑΠΗΣ ΒΑΣΙΛΕΙΟΣ Ι.']","['2', 'finalValue']",['1605.0'],"['2140.0', 'wastePercentage']","['startingWeight', '10.0']",['0.4']
969,"waste:40.0,ewc:[160801 191203 160122 160118 191202 191212],startingWeight:85646.0,wastePercentage:0.2,name:ΛΑΒΔΑΡΑΣ ΧΡΗΣΤΟΣ & ΥΙΟΙ ΟΕ (ΤΟΜ.ΜΕΤ,orderCount:30,finalValue:65973.51,full_community_id:1246,startingValue:66003.81",SUPPLIES,['Non-Ferrous'],,,"['Category', 'STAINLESS STEEL NON-CONFORMITIES']",['645'],['80002'],,,,,,,,,,"['[160801 191203 160122 160118 191202 191212]', 'startingWeight']",['65973.51'],"['startingValue', '1246']","['orderCount', 'ΛΑΒΔΑΡΑΣ ΧΡΗΣΤΟΣ & ΥΙΟΙ ΟΕ (ΤΟΜ.ΜΕΤ']","['finalValue', '30']",['66003.81'],"['wastePercentage', '85646.0']","['ewc', '40.0']",['0.2']
970,"waste:2138.0,ewc:[160801 170411 170402 160118 170401 170407 170405 191203],startingWeight:691758.0,wastePercentage:0.3,name:ΘΩΜΑΔΑΚΗΣ Α.Ε. (ΤΟΜΕΑΣ ΜΕΤΑΛΛΟΥ),orderCount:54,finalValue:607650.775,full_community_id:1233,startingValue:609950.6849999999",SUPPLIES,['Non-Ferrous'],,,"['Category', 'STAINLESS STEEL NON-CONFORMITIES']",['645'],['80002'],,,,,,,,,,"['startingWeight', '[160801 170411 170402 160118 170401 170407 170405 191203]']",['607650.775'],"['1233', 'startingValue']","['orderCount', 'ΘΩΜΑΔΑΚΗΣ Α.Ε. (ΤΟΜΕΑΣ ΜΕΤΑΛΛΟΥ)']","['finalValue', '54']",['609950.6849999999'],"['wastePercentage', '691758.0']","['2138.0', 'ewc']",['0.3']
971,"waste:5.0,ewc:[200140],startingWeight:97790.0,wastePercentage:0.0,name:ΚΕΝΤΡΟ ΧΑΛΥΒΩΝ ΑΕΒΕ,orderCount:9,full_community_id:960,finalValue:86856.775,startingValue:86861.575",SUPPLIES,['Non-Ferrous'],,,"['Category', 'STAINLESS STEEL NON-CONFORMITIES']",['645'],['80002'],,,,,,,,,,"['startingWeight', '[200140]']","['startingValue', '86856.775']","['finalValue', '960']","['orderCount', 'ΚΕΝΤΡΟ ΧΑΛΥΒΩΝ ΑΕΒΕ']",['9'],['86861.575'],"['97790.0', 'wastePercentage']","['ewc', '5.0']",['0.0']
972,"waste:964.0,ewc:[160122 191203 191202 191212],startingWeight:1068338.0,wastePercentage:0.2,name:ΚΟΣΜΙΔΗΣ Δ. & ΣΙΑ ΕΕ (ΤΟΜ.ΜΕΤΑΛΛΟΥ),orderCount:272,finalValue:1468861.155,full_community_id:1245,startingValue:1470152.3800000001",SUPPLIES,['Non-Ferrous'],,,"['Category', 'STAINLESS STEEL NON-CONFORMITIES']",['645'],['80002'],,,,,,,,,,"['startingWeight', '[160122 191203 191202 191212]']",['1468861.155'],"['startingValue', '1245']","['orderCount', 'ΚΟΣΜΙΔΗΣ Δ. & ΣΙΑ ΕΕ (ΤΟΜ.ΜΕΤΑΛΛΟΥ)']","['finalValue', '272']",['1470152.3800000001'],"['wastePercentage', '1068338.0']","['ewc', '964.0']",['0.2']
973,"waste:195.0,ewc:[20110],startingWeight:17877.0,wastePercentage:1.8,name:FONTANA FOUNTAINS ABEE,orderCount:9,full_community_id:1062,finalValue:15397.785,startingValue:15556.035",SUPPLIES,['Non-Ferrous'],,,"['Category', 'STAINLESS STEEL NON-CONFORMITIES']",['645'],['80002'],,,,,,,,,,"['[20110]', 'startingWeight']","['startingValue', '15397.785']","['finalValue', '1062']","['orderCount', 'FONTANA FOUNTAINS ABEE']",['9'],['15556.035'],"['wastePercentage', '17877.0']","['ewc', '195.0']",['1.8']
974,"waste:169.0,ewc:[170411 191203 191202 191212],startingWeight:35115.0,wastePercentage:0.7,name:GREEK METAL RECYCLING ΜΟΝ.ΕΠΕ(ΤΟΜ.Μ,orderCount:18,finalValue:37514.525,full_community_id:1198,startingValue:37721.375",SUPPLIES,['Non-Ferrous'],,,"['Category', 'STAINLESS STEEL NON-CONFORMITIES']",['645'],['80002'],,,,,,,,,,"['startingWeight', '[170411 191203 191202 191212]']",['37514.525'],"['1198', 'startingValue']","['GREEK METAL RECYCLING ΜΟΝ.ΕΠΕ(ΤΟΜ.Μ', 'orderCount']","['finalValue', '18']",['37721.375'],"['wastePercentage', '35115.0']","['169.0', 'ewc']",['0.7']
975,"waste:10.0,ewc:[200140],startingWeight:64960.0,wastePercentage:0.0,name:VENUS HOUSEWARE IKE,orderCount:15,full_community_id:1078,finalValue:35329.2,startingValue:35338.4",SUPPLIES,['Non-Ferrous'],,,"['Category', 'STAINLESS STEEL NON-CONFORMITIES']",['645'],['80002'],,,,,,,,,,"['startingWeight', '[200140]']","['35329.2', 'startingValue']","['finalValue', '1078']","['VENUS HOUSEWARE IKE', 'orderCount']",['15'],['35338.4'],"['wastePercentage', '64960.0']","['ewc', '10.0']",['0.0']
976,"waste:85.0,ewc:[200140 191202],startingWeight:17410.0,wastePercentage:0.3,name:ΑΦΟΙ ΓΙΑΝΝΟΥΚΑΚΗ ΑΕ,orderCount:4,full_community_id:1002,finalValue:15472.140000000001,startingValue:15551.37",SUPPLIES,['Non-Ferrous'],,,"['Category', 'STAINLESS STEEL NON-CONFORMITIES']",['645'],['80002'],,,,,,,,,,"['[200140 191202]', 'startingWeight']","['15472.140000000001', 'startingValue']","['finalValue', '1002']","['ΑΦΟΙ ΓΙΑΝΝΟΥΚΑΚΗ ΑΕ', 'orderCount']",['4'],['15551.37'],"['wastePercentage', '17410.0']","['85.0', 'ewc']",['0.3']
977,"waste:110.0,ewc:[200140],startingWeight:24325.0,wastePercentage:0.4,name:ΙΕΡΩΝΥΜΑΚΗΣ INOX ABEE,orderCount:3,full_community_id:1072,finalValue:21151.0,startingValue:21247.0",SUPPLIES,['Non-Ferrous'],,,"['Category', 'STAINLESS STEEL NON-CONFORMITIES']",['645'],['80002'],,,,,,,,,,"['startingWeight', '[200140]']","['21151.0', 'startingValue']","['1072', 'finalValue']","['orderCount', 'ΙΕΡΩΝΥΜΑΚΗΣ INOX ABEE']",['3'],['21247.0'],"['24325.0', 'wastePercentage']","['110.0', 'ewc']",['0.4']
978,"waste:10.0,ewc:[200140],startingWeight:18325.0,wastePercentage:0.0,name:VETA AΕΒΕ,orderCount:2,full_community_id:955,finalValue:15723.925,startingValue:15732.675",SUPPLIES,['Non-Ferrous'],,,"['Category', 'STAINLESS STEEL NON-CONFORMITIES']",['645'],['80002'],,,,,,,,,,"['startingWeight', '[200140]']","['startingValue', '15723.925']","['finalValue', '955']","['VETA AΕΒΕ', 'orderCount']",['2'],['15732.675'],"['wastePercentage', '18325.0']","['ewc', '10.0']",['0.0']
979,"ewc:[170405 191202 200135 170411 150104 200136 191001 170402 191212 160216],waste:109286.0,startingWeight:4017624.0,wastePercentage:2.5,orderCount:348,name:ΕΛΒΑΛΧΑΛΚΟΡ ΑΕ,full_community_id:969,finalValue:648705.707,startingValue:664663.1203",SUPPLIES,['Non-Ferrous'],,,"['Category', 'STAINLESS STEEL NON-CONFORMITIES']",['645'],['80002'],,,,,,,,,,"['waste', '[170405 191202 200135 170411 150104 200136 191001 170402 191212 160216]']","['648705.707', 'startingValue']","['finalValue', '969']",['ΕΛΒΑΛΧΑΛΚΟΡ ΑΕ'],['348'],['664663.1203'],"['wastePercentage', '4017624.0']","['109286.0', 'startingWeight']","['orderCount', '2.5']"
980,"waste:474.0,ewc:[170407 191202 150104 170402 170401 191203],startingWeight:415380.0,wastePercentage:0.2,name:ΑΦΟΙ ΜΠΟΥΡΑ Ο.Ε.,orderCount:59,finalValue:361317.28,full_community_id:1003,startingValue:361759.65",SUPPLIES,['Non-Ferrous'],,,"['Category', 'STAINLESS STEEL NON-CONFORMITIES']",['645'],['80002'],,,,,,,,,,"['[170407 191202 150104 170402 170401 191203]', 'startingWeight']",['361317.28'],"['startingValue', '1003']","['orderCount', 'ΑΦΟΙ ΜΠΟΥΡΑ Ο.Ε.']","['finalValue', '59']",['361759.65'],"['wastePercentage', '415380.0']","['474.0', 'ewc']",['0.2']
981,"waste:35.0,ewc:[200140],startingWeight:2520.0,wastePercentage:2.0,name:ΑΦΟΙ ΚΟΝΔΥΛΗ ΟΕ,orderCount:3,full_community_id:1073,finalValue:858.925,startingValue:885.1249999999999",SUPPLIES,['Non-Ferrous'],,,"['Category', 'STAINLESS STEEL NON-CONFORMITIES']",['645'],['80002'],,,,,,,,,,"['startingWeight', '[200140]']","['startingValue', '858.925']","['1073', 'finalValue']","['ΑΦΟΙ ΚΟΝΔΥΛΗ ΟΕ', 'orderCount']",['3'],['885.1249999999999'],"['wastePercentage', '2520.0']","['ewc', '35.0']",['2.0']
982,"waste:135.0,ewc:[200140],startingWeight:20295.0,wastePercentage:0.7,name:ΑΦΟΙ ΓΙΑΝΝΑΚΟΠΟΥΛΟΙ Ο.Ε.,orderCount:2,full_community_id:1106,finalValue:17136.0,startingValue:17250.75",SUPPLIES,['Non-Ferrous'],,,"['Category', 'STAINLESS STEEL NON-CONFORMITIES']",['645'],['80002'],,,,,,,,,,"['startingWeight', '[200140]']","['startingValue', '17136.0']","['finalValue', '1106']","['orderCount', 'ΑΦΟΙ ΓΙΑΝΝΑΚΟΠΟΥΛΟΙ Ο.Ε.']",['2'],['17250.75'],"['wastePercentage', '20295.0']","['135.0', 'ewc']",['0.7']
983,"waste:1639.0,ewc:[191202 191203 120104],startingWeight:1553385.0,wastePercentage:0.3,name:ΑΦΟΙ ΜΠΟΥΡΑ Ο.Ε. (ΤΟΜΕΑΣ ΜΕΤΑΛΛΟΥ),orderCount:188,full_community_id:1274,finalValue:1548991.37,startingValue:1551134.91",SUPPLIES,['Non-Ferrous'],,,"['Category', 'STAINLESS STEEL NON-CONFORMITIES']",['645'],['80002'],,,,,,,,,,"['[191202 191203 120104]', 'startingWeight']","['startingValue', '1548991.37']","['finalValue', '1274']","['ΑΦΟΙ ΜΠΟΥΡΑ Ο.Ε. (ΤΟΜΕΑΣ ΜΕΤΑΛΛΟΥ)', 'orderCount']",['188'],['1551134.91'],"['wastePercentage', '1553385.0']","['1639.0', 'ewc']",['0.3']
984,"waste:98985.0,ewc:[191202 160801 191203 160118 160122 170411 191212],startingWeight:6766012.0,orderCount:277,wastePercentage:1.0,name:ΑΡΓΥΡΟΠΟΥΛΟΣ ΓΕΩΡΓΙΟΣ & ΣΙΑ ΟΕ(ΤΟΜ.,full_community_id:1224,finalValue:962668.699,startingValue:975533.679",SUPPLIES,['Non-Ferrous'],,,"['Category', 'STAINLESS STEEL NON-CONFORMITIES']",['645'],['80002'],,,,,,,,,,"['[191202 160801 191203 160118 160122 170411 191212]', 'startingWeight']","['startingValue', '962668.699']","['1224', 'finalValue']",['ΑΡΓΥΡΟΠΟΥΛΟΣ ΓΕΩΡΓΙΟΣ & ΣΙΑ ΟΕ(ΤΟΜ.'],"['277', 'wastePercentage']",['975533.679'],"['6766012.0', 'orderCount']","['98985.0', 'ewc']",['1.0']
985,"waste:135.0,ewc:[200140],startingWeight:69730.0,wastePercentage:0.3,name:ΑΦΟΙ ΓΚΡΕΚΗ ΕΜΠΟΡΙΚΗ-ΚΑΤΑΣΚΕΥΑΣΤΙΚΗ,orderCount:6,full_community_id:1043,finalValue:67363.15,startingValue:67500.05",SUPPLIES,['Non-Ferrous'],,,"['Category', 'STAINLESS STEEL NON-CONFORMITIES']",['645'],['80002'],,,,,,,,,,"['startingWeight', '[200140]']","['67363.15', 'startingValue']","['finalValue', '1043']","['ΑΦΟΙ ΓΚΡΕΚΗ ΕΜΠΟΡΙΚΗ-ΚΑΤΑΣΚΕΥΑΣΤΙΚΗ', 'orderCount']",['6'],['67500.05'],"['wastePercentage', '69730.0']","['135.0', 'ewc']",['0.3']
986,"waste:138.0,ewc:[191203],startingWeight:69490.0,wastePercentage:0.4,name:ΣΤΟΥΡΝΑΡΑΣ Σ. ΜΟΝ.ΕΠΕ (ΤΟΜ.ΜΕΤΑΛ.),orderCount:14,full_community_id:1255,finalValue:140301.74,startingValue:140560.2",SUPPLIES,['Non-Ferrous'],,,"['Category', 'STAINLESS STEEL NON-CONFORMITIES']",['645'],['80002'],,,,,,,,,,"['[191203]', 'startingWeight']","['startingValue', '140301.74']","['1255', 'finalValue']","['ΣΤΟΥΡΝΑΡΑΣ Σ. ΜΟΝ.ΕΠΕ (ΤΟΜ.ΜΕΤΑΛ.)', 'orderCount']",['14'],['140560.2'],"['wastePercentage', '69490.0']","['ewc', '138.0']",['0.4']
987,"ewc:[170405 170411 200136],waste:11120.0,startingWeight:389530.0,wastePercentage:8.4,name:ΒΕΠΑΛ ΑΕ,orderCount:25,full_community_id:1042,finalValue:50076.51765,startingValue:51660.63765",SUPPLIES,['Non-Ferrous'],,,"['Category', 'STAINLESS STEEL NON-CONFORMITIES']",['645'],['80002'],,,,,,,,,,"['[170405 170411 200136]', 'waste']","['50076.51765', 'startingValue']","['finalValue', '1042']","['ΒΕΠΑΛ ΑΕ', 'orderCount']",['25'],['51660.63765'],"['389530.0', 'wastePercentage']","['11120.0', 'startingWeight']",['8.4']
988,"waste:60.0,ewc:[200140 120101],startingWeight:167695.0,wastePercentage:0.1,name:ΠΡΟΜΕΤΑΛΜΠΑΚΛΗ  ΑΕΒΕ,orderCount:21,full_community_id:1050,finalValue:161139.45,startingValue:161198.1",SUPPLIES,['Non-Ferrous'],,,"['Category', 'STAINLESS STEEL NON-CONFORMITIES']",['645'],['80002'],,,,,,,,,,"['startingWeight', '[200140 120101]']","['startingValue', '161139.45']","['finalValue', '1050']","['ΠΡΟΜΕΤΑΛΜΠΑΚΛΗ  ΑΕΒΕ', 'orderCount']",['21'],['161198.1'],"['167695.0', 'wastePercentage']","['60.0', 'ewc']",['0.1']
989,"waste:148.0,ewc:[191203 191202],startingWeight:30450.0,wastePercentage:0.5,name:ΟΙΚΟ ΚΥΚΛΙΟΣ ΑΝΑΚΥΚΛΩΣΗ ΑΒΕΕ (ΤΟΜ.Μ,orderCount:8,full_community_id:1242,finalValue:35244.575000000004,startingValue:35479.075",SUPPLIES,['Non-Ferrous'],,,"['Category', 'STAINLESS STEEL NON-CONFORMITIES']",['645'],['80002'],,,,,,,,,,"['startingWeight', '[191203 191202]']","['startingValue', '35244.575000000004']","['finalValue', '1242']","['ΟΙΚΟ ΚΥΚΛΙΟΣ ΑΝΑΚΥΚΛΩΣΗ ΑΒΕΕ (ΤΟΜ.Μ', 'orderCount']",['8'],['35479.075'],"['30450.0', 'wastePercentage']","['148.0', 'ewc']",['0.5']
990,"waste:10.0,ewc:[170411 160801 191203],startingWeight:15978.0,wastePercentage:0.0,name:ΔΗΜΟΠΟΥΛΟΣ  ΑΘ. ΔΗΜΟΣΘΕΝΗΣ,orderCount:5,full_community_id:1005,finalValue:32243.21,startingValue:32251.71",SUPPLIES,['Non-Ferrous'],,,"['Category', 'STAINLESS STEEL NON-CONFORMITIES']",['645'],['80002'],,,,,,,,,,"['startingWeight', '[170411 160801 191203]']","['32243.21', 'startingValue']","['finalValue', '1005']","['orderCount', 'ΔΗΜΟΠΟΥΛΟΣ  ΑΘ. ΔΗΜΟΣΘΕΝΗΣ']",['5'],['32251.71'],"['wastePercentage', '15978.0']","['ewc', '10.0']",['0.0']
991,"waste:2469.0,ewc:[191203 191202 191212],startingWeight:1199050.0,wastePercentage:0.4,name:ΚΑΤΣΟΥΛΗΣ ΑΓΓΕΛΟΣ ΜΟΝ.ΕΠΕ (ΤΟΜ.ΜΕΤΑ,orderCount:123,full_community_id:1239,finalValue:1138512.965,startingValue:1141014.125",SUPPLIES,['Non-Ferrous'],,,"['Category', 'ZINC NON-CONFORMITIES']",['646'],['80003'],,,,,,,,,,"['[191203 191202 191212]', 'startingWeight']","['1138512.965', 'startingValue']","['1239', 'finalValue']","['orderCount', 'ΚΑΤΣΟΥΛΗΣ ΑΓΓΕΛΟΣ ΜΟΝ.ΕΠΕ (ΤΟΜ.ΜΕΤΑ']",['123'],['1141014.125'],"['wastePercentage', '1199050.0']","['2469.0', 'ewc']",['0.4']
992,"waste:170.0,ewc:[160117 191203 170403 170407 191202],startingWeight:75130.0,wastePercentage:0.4,name:ΒΑΓΓΕΛΟΚΩΣΤΑ ΑΦΟΙ Ε.Π.Ε. (ΤΟΜ.ΜΕΤΑΛ,orderCount:5,finalValue:74443.05,full_community_id:1225,startingValue:74554.85",SUPPLIES,['Non-Ferrous'],,,"['Category', 'ZINC NON-CONFORMITIES']",['646'],['80003'],,,,,,,,,,"['[160117 191203 170403 170407 191202]', 'startingWeight']",['74443.05'],"['startingValue', '1225']","['ΒΑΓΓΕΛΟΚΩΣΤΑ ΑΦΟΙ Ε.Π.Ε. (ΤΟΜ.ΜΕΤΑΛ', 'orderCount']","['5', 'finalValue']",['74554.85'],"['75130.0', 'wastePercentage']","['170.0', 'ewc']",['0.4']
993,"waste:1617.0,ewc:[160122 191203 170407 170404 170405 170401 170403 170402 160118],startingWeight:292749.0,wastePercentage:1.0,name:RISE ΜΟΝΟΠΡΟΣΩΠΗ ΑΕ (ΤΟΜΕΑΣ ΜΕΤΑΛΛΟ,orderCount:105,finalValue:251764.07,full_community_id:1216,startingValue:253208.42",SUPPLIES,['Non-Ferrous'],,,"['Category', 'ZINC NON-CONFORMITIES']",['646'],['80003'],,,,,,,,,,"['startingWeight', '[160122 191203 170407 170404 170405 170401 170403 170402 160118]']",['251764.07'],"['startingValue', '1216']","['orderCount', 'RISE ΜΟΝΟΠΡΟΣΩΠΗ ΑΕ (ΤΟΜΕΑΣ ΜΕΤΑΛΛΟ']","['finalValue', '105']",['253208.42'],"['wastePercentage', '292749.0']","['1617.0', 'ewc']",['1.0']
994,"waste:650.0,ewc:[170411 170407 191203 191212 191202 170401 170402 170405],startingWeight:198945.0,wastePercentage:0.5,name:ΨΥΧΟΜΑΝΗ ΑΦΟΙ ΙΚΕ (ΤΟΜ.ΜΕΤΑΛΛΟΥ),orderCount:34,finalValue:176445.54,full_community_id:1267,startingValue:177066.16",SUPPLIES,['Non-Ferrous'],,,"['Category', 'ZINC NON-CONFORMITIES']",['646'],['80003'],,,,,,,,,,"['[170411 170407 191203 191212 191202 170401 170402 170405]', 'startingWeight']",['176445.54'],"['1267', 'startingValue']","['orderCount', 'ΨΥΧΟΜΑΝΗ ΑΦΟΙ ΙΚΕ (ΤΟΜ.ΜΕΤΑΛΛΟΥ)']","['finalValue', '34']",['177066.16'],"['wastePercentage', '198945.0']","['650.0', 'ewc']",['0.5']
995,"waste:110.0,ewc:[191203 170401],startingWeight:90420.0,wastePercentage:0.2,name:ΧΑΡΔΑΛΗΣ ΧΡΗΣΤΟΣ & ΥΙΟΙ ΟΕ,orderCount:7,full_community_id:1027,finalValue:246092.7,startingValue:246184.0",SUPPLIES,['Non-Ferrous'],,,"['Category', 'ZINC NON-CONFORMITIES']",['646'],['80003'],,,,,,,,,,"['[191203 170401]', 'startingWeight']","['startingValue', '246092.7']","['finalValue', '1027']","['ΧΑΡΔΑΛΗΣ ΧΡΗΣΤΟΣ & ΥΙΟΙ ΟΕ', 'orderCount']",['7'],['246184.0'],"['90420.0', 'wastePercentage']","['110.0', 'ewc']",['0.2']
996,"ewc:[191203 191001 191202 191212 160117 160122 160118],waste:20541.0,startingWeight:3914274.0,wastePercentage:0.8,orderCount:681,name:AK METAL SCRAP ΕΠΕ,full_community_id:1064,finalValue:3345442.605,startingValue:3362944.715",SUPPLIES,['Non-Ferrous'],,,"['Category', 'ZINC NON-CONFORMITIES']",['646'],['80003'],,,,,,,,,,"['waste', '[191203 191001 191202 191212 160117 160122 160118]']","['startingValue', '3345442.605']","['1064', 'finalValue']",['AK METAL SCRAP ΕΠΕ'],['681'],['3362944.715'],"['wastePercentage', '3914274.0']","['startingWeight', '20541.0']","['orderCount', '0.8']"
997,"waste:964.0,ewc:[160122 191203 191202 191212],startingWeight:1068338.0,wastePercentage:0.2,name:ΚΟΣΜΙΔΗΣ Δ. & ΣΙΑ ΕΕ (ΤΟΜ.ΜΕΤΑΛΛΟΥ),orderCount:272,finalValue:1468861.155,full_community_id:1245,startingValue:1470152.3800000001",SUPPLIES,['Non-Ferrous'],,,"['Category', 'ZINC NON-CONFORMITIES']",['646'],['80003'],,,,,,,,,,"['startingWeight', '[160122 191203 191202 191212]']",['1468861.155'],"['startingValue', '1245']","['orderCount', 'ΚΟΣΜΙΔΗΣ Δ. & ΣΙΑ ΕΕ (ΤΟΜ.ΜΕΤΑΛΛΟΥ)']","['finalValue', '272']",['1470152.3800000001'],"['wastePercentage', '1068338.0']","['ewc', '964.0']",['0.2']
998,"waste:2469.0,ewc:[191203 191202 191212],startingWeight:1199050.0,wastePercentage:0.4,name:ΚΑΤΣΟΥΛΗΣ ΑΓΓΕΛΟΣ ΜΟΝ.ΕΠΕ (ΤΟΜ.ΜΕΤΑ,orderCount:123,full_community_id:1239,finalValue:1138512.965,startingValue:1141014.125",SUPPLIES,['Non-Ferrous'],,,"['Category', 'LEAD NON-CONFORMITIES']",['647'],['80004'],,,,,,,,,,"['[191203 191202 191212]', 'startingWeight']","['1138512.965', 'startingValue']","['1239', 'finalValue']","['orderCount', 'ΚΑΤΣΟΥΛΗΣ ΑΓΓΕΛΟΣ ΜΟΝ.ΕΠΕ (ΤΟΜ.ΜΕΤΑ']",['123'],['1141014.125'],"['wastePercentage', '1199050.0']","['2469.0', 'ewc']",['0.4']
999,"waste:323.0,ewc:[160122 191203 170402 191202],startingWeight:68615.0,wastePercentage:0.5,name:ΛΑΔΑΣ Ι. ΓΕΩΡΓΙΟΣ & ΣΙΑ ΟΕ (ΤΟΜ.ΜΕΤ,orderCount:10,finalValue:58793.82,full_community_id:1249,startingValue:59144.43",SUPPLIES,['Non-Ferrous'],,,"['Category', 'LEAD NON-CONFORMITIES']",['647'],['80004'],,,,,,,,,,"['startingWeight', '[160122 191203 170402 191202]']",['58793.82'],"['startingValue', '1249']","['orderCount', 'ΛΑΔΑΣ Ι. ΓΕΩΡΓΙΟΣ & ΣΙΑ ΟΕ (ΤΟΜ.ΜΕΤ']","['finalValue', '10']",['59144.43'],"['68615.0', 'wastePercentage']","['ewc', '323.0']",['0.5']
1000,"waste:108.0,ewc:[160801 170402 170411 191203 191001 170403 160118 200140 120103],startingWeight:376213.0,wastePercentage:0.5,name:ΑΕΙΦΟΡΟΣ ΕΤΑΙΡ ΕΠΕΞΕΡΓ ΜΕΤΑΛΛΩΝ ΑΕ,orderCount:32,finalValue:382737.077,full_community_id:977,startingValue:382941.537",SUPPLIES,['Non-Ferrous'],,,"['Category', 'LEAD NON-CONFORMITIES']",['647'],['80004'],,,,,,,,,,"['startingWeight', '[160801 170402 170411 191203 191001 170403 160118 200140 120103]']",['382737.077'],"['startingValue', '977']","['orderCount', 'ΑΕΙΦΟΡΟΣ ΕΤΑΙΡ ΕΠΕΞΕΡΓ ΜΕΤΑΛΛΩΝ ΑΕ']","['finalValue', '32']",['382941.537'],"['wastePercentage', '376213.0']","['108.0', 'ewc']",['0.5']
1001,"waste:399.0,ewc:[191202 191203],startingWeight:41537.0,wastePercentage:1.0,name:CRETA ECO PHOENIX ΑΕ (ΤΟΜ.ΜΕΤΑΛΛΟΥ),orderCount:16,full_community_id:1211,finalValue:41869.36,startingValue:42270.395",SUPPLIES,['Non-Ferrous'],,,"['Category', 'LEAD NON-CONFORMITIES']",['647'],['80004'],,,,,,,,,,"['startingWeight', '[191202 191203]']","['startingValue', '41869.36']","['1211', 'finalValue']","['orderCount', 'CRETA ECO PHOENIX ΑΕ (ΤΟΜ.ΜΕΤΑΛΛΟΥ)']",['16'],['42270.395'],"['wastePercentage', '41537.0']","['399.0', 'ewc']",['1.0']
1002,"waste:427.0,ewc:[191203 170401 170402 191202 170407 120103 170403 160122],startingWeight:327965.0,wastePercentage:0.3,name:ΣΩΤΗΡΙΟΥ ΔΗΜΗΤΡΙΟΣ ΜΟΝ. ΕΠΕ (ΤΟΜ.ΜΕ,orderCount:116,finalValue:386102.215,full_community_id:1258,startingValue:386916.24",SUPPLIES,['Non-Ferrous'],,,"['Category', 'LEAD NON-CONFORMITIES']",['647'],['80004'],,,,,,,,,,"['[191203 170401 170402 191202 170407 120103 170403 160122]', 'startingWeight']",['386102.215'],"['1258', 'startingValue']","['orderCount', 'ΣΩΤΗΡΙΟΥ ΔΗΜΗΤΡΙΟΣ ΜΟΝ. ΕΠΕ (ΤΟΜ.ΜΕ']","['finalValue', '116']",['386916.24'],"['wastePercentage', '327965.0']","['427.0', 'ewc']",['0.3']
