,Target Entity,Relationship,Category_src,Description_src,EDescription_src,GDescription_src,full_community_id_src,name_src,Categorisation_trg,Category_trg,Description_trg,Dimensions_trg,Form_trg,Free_of_trg,Material_trg,Specifications_trg,Title_trg,ewc_trg,finalValue_trg,full_community_id_trg,name_trg,orderCount_trg,startingValue_trg,startingWeight_trg,waste_trg,wastePercentage_trg
284,"waste:474.0,ewc:[170407 191202 150104 170402 170401 191203],startingWeight:415380.0,wastePercentage:0.2,name:ΑΦΟΙ ΜΠΟΥΡΑ Ο.Ε.,orderCount:59,finalValue:361317.28,full_community_id:1003,startingValue:361759.65",SUPPLIES,"['EDescription', 'Non-Ferrous']",,['ΣΚΡΑΠ ΧΑΛΚΟΥ Β2-Α'],"['COPPER SCRAP B2 UNSORTED', 'Category']",['497'],['50028'],,,,,,,,,,"['[170407 191202 150104 170402 170401 191203]', 'startingWeight']",['361317.28'],"['startingValue', '1003']","['orderCount', 'ΑΦΟΙ ΜΠΟΥΡΑ Ο.Ε.']","['finalValue', '59']",['361759.65'],"['wastePercentage', '415380.0']","['474.0', 'ewc']",['0.2']
285,"waste:35.0,ewc:[191203],startingWeight:7010.0,wastePercentage:0.5,name:ΑΝΑΚΥΚΛΩΣΗ ΛΕΣΒΟΥ ΒΟΥΝΑΤΣΟΣ Δ.& ΧΑΡ,orderCount:2,full_community_id:1001,finalValue:29710.899999999998,startingValue:29858.75",SUPPLIES,"['EDescription', 'Non-Ferrous']",,['ΣΚΡΑΠ ΧΑΛΚΟΥ Β2-Α'],"['COPPER SCRAP B2 UNSORTED', 'Category']",['497'],['50028'],,,,,,,,,,"['[191203]', 'startingWeight']","['29710.899999999998', 'startingValue']","['1001', 'finalValue']","['ΑΝΑΚΥΚΛΩΣΗ ΛΕΣΒΟΥ ΒΟΥΝΑΤΣΟΣ Δ.& ΧΑΡ', 'orderCount']",['2'],['29858.75'],"['wastePercentage', '7010.0']","['ewc', '35.0']",['0.5']
286,"waste:399.0,ewc:[191202 191203],startingWeight:41537.0,wastePercentage:1.0,name:CRETA ECO PHOENIX ΑΕ (ΤΟΜ.ΜΕΤΑΛΛΟΥ),orderCount:16,full_community_id:1211,finalValue:41869.36,startingValue:42270.395",SUPPLIES,"['EDescription', 'Non-Ferrous']",,['ΣΚΡΑΠ ΧΑΛΚΟΥ Β2-Α'],"['COPPER SCRAP B2 UNSORTED', 'Category']",['497'],['50028'],,,,,,,,,,"['startingWeight', '[191202 191203]']","['startingValue', '41869.36']","['1211', 'finalValue']","['orderCount', 'CRETA ECO PHOENIX ΑΕ (ΤΟΜ.ΜΕΤΑΛΛΟΥ)']",['16'],['42270.395'],"['wastePercentage', '41537.0']","['399.0', 'ewc']",['1.0']
287,"waste:169.0,ewc:[170411 191203 191202 191212],startingWeight:35115.0,wastePercentage:0.7,name:GREEK METAL RECYCLING ΜΟΝ.ΕΠΕ(ΤΟΜ.Μ,orderCount:18,finalValue:37514.525,full_community_id:1198,startingValue:37721.375",SUPPLIES,"['EDescription', 'Non-Ferrous']",,['ΣΚΡΑΠ ΧΑΛΚΟΥ Β2-Α'],"['COPPER SCRAP B2 UNSORTED', 'Category']",['497'],['50028'],,,,,,,,,,"['startingWeight', '[170411 191203 191202 191212]']",['37514.525'],"['1198', 'startingValue']","['GREEK METAL RECYCLING ΜΟΝ.ΕΠΕ(ΤΟΜ.Μ', 'orderCount']","['finalValue', '18']",['37721.375'],"['wastePercentage', '35115.0']","['169.0', 'ewc']",['0.7']
288,"ewc:[191001 191002 191202],waste:15230.0,startingWeight:555190.0,wastePercentage:1.7,name:ΠΑΠΑΛΕΞΗΣ Ι. & Ε. ΙΚΕ,orderCount:30,full_community_id:1023,finalValue:147836.575,startingValue:150042.3",SUPPLIES,"['EDescription', 'Non-Ferrous']",,['ΣΚΡΑΠ ΧΑΛΚΟΥ Β2-Α'],"['COPPER SCRAP B2 UNSORTED', 'Category']",['497'],['50028'],,,,,,,,,,"['[191001 191002 191202]', 'waste']","['startingValue', '147836.575']","['finalValue', '1023']","['ΠΑΠΑΛΕΞΗΣ Ι. & Ε. ΙΚΕ', 'orderCount']",['30'],['150042.3'],"['555190.0', 'wastePercentage']","['15230.0', 'startingWeight']",['1.7']
289,"waste:427.0,ewc:[191203 170401 170402 191202 170407 120103 170403 160122],startingWeight:327965.0,wastePercentage:0.3,name:ΣΩΤΗΡΙΟΥ ΔΗΜΗΤΡΙΟΣ ΜΟΝ. ΕΠΕ (ΤΟΜ.ΜΕ,orderCount:116,finalValue:386102.215,full_community_id:1258,startingValue:386916.24",SUPPLIES,"['EDescription', 'Non-Ferrous']",,['ΣΚΡΑΠ ΧΑΛΚΟΥ Β2-Α'],"['COPPER SCRAP B2 UNSORTED', 'Category']",['497'],['50028'],,,,,,,,,,"['[191203 170401 170402 191202 170407 120103 170403 160122]', 'startingWeight']",['386102.215'],"['1258', 'startingValue']","['orderCount', 'ΣΩΤΗΡΙΟΥ ΔΗΜΗΤΡΙΟΣ ΜΟΝ. ΕΠΕ (ΤΟΜ.ΜΕ']","['finalValue', '116']",['386916.24'],"['wastePercentage', '327965.0']","['427.0', 'ewc']",['0.3']
290,"waste:501.0,ewc:[200140 170411 191203],startingWeight:30130.0,wastePercentage:6.3,name:ALSTOM TRANSPORT AE (ΤΟΜ.ΜΕΤΑΛΛΟΥ),orderCount:9,full_community_id:1210,finalValue:47550.07,startingValue:49379.42",SUPPLIES,"['EDescription', 'Non-Ferrous']",,['ΣΚΡΑΠ ΧΑΛΚΟΥ Β2-Α'],"['COPPER SCRAP B2 UNSORTED', 'Category']",['497'],['50028'],,,,,,,,,,"['startingWeight', '[200140 170411 191203]']","['47550.07', 'startingValue']","['1210', 'finalValue']","['orderCount', 'ALSTOM TRANSPORT AE (ΤΟΜ.ΜΕΤΑΛΛΟΥ)']",['9'],['49379.42'],"['wastePercentage', '30130.0']","['501.0', 'ewc']",['6.3']
291,"ewc:[191203 191001 191202 191212 160117 160122 160118],waste:20541.0,startingWeight:3914274.0,wastePercentage:0.8,orderCount:681,name:AK METAL SCRAP ΕΠΕ,full_community_id:1064,finalValue:3345442.605,startingValue:3362944.715",SUPPLIES,"['EDescription', 'Non-Ferrous']",,['ΣΚΡΑΠ ΧΑΛΚΟΥ Β2-Α'],"['COPPER SCRAP B2 UNSORTED', 'Category']",['497'],['50028'],,,,,,,,,,"['waste', '[191203 191001 191202 191212 160117 160122 160118]']","['startingValue', '3345442.605']","['1064', 'finalValue']",['AK METAL SCRAP ΕΠΕ'],['681'],['3362944.715'],"['wastePercentage', '3914274.0']","['startingWeight', '20541.0']","['orderCount', '0.8']"
292,"ewc:[170401 191203],waste:0.0,startingWeight:6999.0,wastePercentage:0.0,name:ΑΝΑΚΥΚΛΩΣΗ ΜΑΓΝΗΣΙΑΣ ΜΟΝΟΠΡΟΣΩΠΗ Ι.,orderCount:2,finalValue:17338.41,full_community_id:1056,startingValue:17338.41",SUPPLIES,"['EDescription', 'Non-Ferrous']",,['ΣΚΡΑΠ ΧΑΛΚΟΥ Β2-Α'],"['COPPER SCRAP B2 UNSORTED', 'Category']",['497'],['50028'],,,,,,,,,,"['waste', '[170401 191203]']",['17338.41'],"['startingValue', '1056']","['orderCount', 'ΑΝΑΚΥΚΛΩΣΗ ΜΑΓΝΗΣΙΑΣ ΜΟΝΟΠΡΟΣΩΠΗ Ι.']","['2', 'finalValue']",['17338.41'],"['wastePercentage', '6999.0']","['startingWeight', '0.0']",['0.0']
293,"waste:1617.0,ewc:[160122 191203 170407 170404 170405 170401 170403 170402 160118],startingWeight:292749.0,wastePercentage:1.0,name:RISE ΜΟΝΟΠΡΟΣΩΠΗ ΑΕ (ΤΟΜΕΑΣ ΜΕΤΑΛΛΟ,orderCount:105,finalValue:251764.07,full_community_id:1216,startingValue:253208.42",SUPPLIES,"['EDescription', 'Non-Ferrous']",,['ΣΚΡΑΠ ΧΑΛΚΟΥ Β2-Α'],"['COPPER SCRAP B2 UNSORTED', 'Category']",['497'],['50028'],,,,,,,,,,"['startingWeight', '[160122 191203 170407 170404 170405 170401 170403 170402 160118]']",['251764.07'],"['startingValue', '1216']","['orderCount', 'RISE ΜΟΝΟΠΡΟΣΩΠΗ ΑΕ (ΤΟΜΕΑΣ ΜΕΤΑΛΛΟ']","['finalValue', '105']",['253208.42'],"['wastePercentage', '292749.0']","['1617.0', 'ewc']",['1.0']
294,"waste:2138.0,ewc:[160801 170411 170402 160118 170401 170407 170405 191203],startingWeight:691758.0,wastePercentage:0.3,name:ΘΩΜΑΔΑΚΗΣ Α.Ε. (ΤΟΜΕΑΣ ΜΕΤΑΛΛΟΥ),orderCount:54,finalValue:607650.775,full_community_id:1233,startingValue:609950.6849999999",SUPPLIES,"['EDescription', 'Non-Ferrous']",,['ΣΚΡΑΠ ΧΑΛΚΟΥ Β2-Α'],"['COPPER SCRAP B2 UNSORTED', 'Category']",['497'],['50028'],,,,,,,,,,"['startingWeight', '[160801 170411 170402 160118 170401 170407 170405 191203]']",['607650.775'],"['1233', 'startingValue']","['orderCount', 'ΘΩΜΑΔΑΚΗΣ Α.Ε. (ΤΟΜΕΑΣ ΜΕΤΑΛΛΟΥ)']","['finalValue', '54']",['609950.6849999999'],"['wastePercentage', '691758.0']","['2138.0', 'ewc']",['0.3']
295,"waste:1650.0,ewc:[200140 191203],startingWeight:19860.0,wastePercentage:9.5,name:ΔΗΜΑΣ ΑΕΒΕ,orderCount:6,finalValue:23773.07,full_community_id:995,startingValue:26014.45",SUPPLIES,"['EDescription', 'Non-Ferrous']",,['ΣΚΡΑΠ ΧΑΛΚΟΥ Β2-Α'],"['COPPER SCRAP B2 UNSORTED', 'Category']",['497'],['50028'],,,,,,,,,,"['[200140 191203]', 'startingWeight']",['23773.07'],"['startingValue', '995']","['ΔΗΜΑΣ ΑΕΒΕ', 'orderCount']","['finalValue', '6']",['26014.45'],"['wastePercentage', '19860.0']","['ewc', '1650.0']",['9.5']
296,"waste:13.0,ewc:[170401],startingWeight:4460.0,wastePercentage:0.3,name:ΒΙΟΚΑΛΩΔΙΑ  ΕΠΕ,orderCount:1,full_community_id:1004,finalValue:20387.84,startingValue:20447.700000000004",SUPPLIES,"['EDescription', 'Non-Ferrous']",,['ΣΚΡΑΠ ΧΑΛΚΟΥ Β2-Α'],"['COPPER SCRAP B2 UNSORTED', 'Category']",['497'],['50028'],,,,,,,,,,"['startingWeight', '[170401]']","['startingValue', '20387.84']","['finalValue', '1004']","['orderCount', 'ΒΙΟΚΑΛΩΔΙΑ  ΕΠΕ']",['1'],['20447.700000000004'],"['wastePercentage', '4460.0']","['ewc', '13.0']",['0.3']
297,"waste:543.0,ewc:[191202 191203 120101],startingWeight:357280.0,wastePercentage:0.2,name:ΜΙΧΑΛΟΠΟΥΛΟΣ Φ. ΑΝΑΣΤΑΣΙΟΣ,orderCount:138,full_community_id:1044,finalValue:383867.245,startingValue:384503.1",SUPPLIES,"['EDescription', 'Non-Ferrous']",,['ΣΚΡΑΠ ΧΑΛΚΟΥ Β2-Α'],"['COPPER SCRAP B2 UNSORTED', 'Category']",['497'],['50028'],,,,,,,,,,"['[191202 191203 120101]', 'startingWeight']","['383867.245', 'startingValue']","['finalValue', '1044']","['orderCount', 'ΜΙΧΑΛΟΠΟΥΛΟΣ Φ. ΑΝΑΣΤΑΣΙΟΣ']",['138'],['384503.1'],"['357280.0', 'wastePercentage']","['ewc', '543.0']",['0.2']
298,"waste:650.0,ewc:[170411 170407 191203 191212 191202 170401 170402 170405],startingWeight:198945.0,wastePercentage:0.5,name:ΨΥΧΟΜΑΝΗ ΑΦΟΙ ΙΚΕ (ΤΟΜ.ΜΕΤΑΛΛΟΥ),orderCount:34,finalValue:176445.54,full_community_id:1267,startingValue:177066.16",SUPPLIES,"['EDescription', 'Non-Ferrous']",,['ΣΚΡΑΠ ΧΑΛΚΟΥ Β2-Α'],"['COPPER SCRAP B2 UNSORTED', 'Category']",['497'],['50028'],,,,,,,,,,"['[170411 170407 191203 191212 191202 170401 170402 170405]', 'startingWeight']",['176445.54'],"['1267', 'startingValue']","['orderCount', 'ΨΥΧΟΜΑΝΗ ΑΦΟΙ ΙΚΕ (ΤΟΜ.ΜΕΤΑΛΛΟΥ)']","['finalValue', '34']",['177066.16'],"['wastePercentage', '198945.0']","['650.0', 'ewc']",['0.5']
299,"waste:323.0,ewc:[160122 191203 170402 191202],startingWeight:68615.0,wastePercentage:0.5,name:ΛΑΔΑΣ Ι. ΓΕΩΡΓΙΟΣ & ΣΙΑ ΟΕ (ΤΟΜ.ΜΕΤ,orderCount:10,finalValue:58793.82,full_community_id:1249,startingValue:59144.43",SUPPLIES,"['EDescription', 'Non-Ferrous']",,['ΣΚΡΑΠ ΧΑΛΚΟΥ Β2-Α'],"['COPPER SCRAP B2 UNSORTED', 'Category']",['497'],['50028'],,,,,,,,,,"['startingWeight', '[160122 191203 170402 191202]']",['58793.82'],"['startingValue', '1249']","['orderCount', 'ΛΑΔΑΣ Ι. ΓΕΩΡΓΙΟΣ & ΣΙΑ ΟΕ (ΤΟΜ.ΜΕΤ']","['finalValue', '10']",['59144.43'],"['68615.0', 'wastePercentage']","['ewc', '323.0']",['0.5']
300,"waste:98985.0,ewc:[191202 160801 191203 160118 160122 170411 191212],startingWeight:6766012.0,orderCount:277,wastePercentage:1.0,name:ΑΡΓΥΡΟΠΟΥΛΟΣ ΓΕΩΡΓΙΟΣ & ΣΙΑ ΟΕ(ΤΟΜ.,full_community_id:1224,finalValue:962668.699,startingValue:975533.679",SUPPLIES,"['EDescription', 'Non-Ferrous']",,['ΣΚΡΑΠ ΧΑΛΚΟΥ Β2-Α'],"['COPPER SCRAP B2 UNSORTED', 'Category']",['497'],['50028'],,,,,,,,,,"['[191202 160801 191203 160118 160122 170411 191212]', 'startingWeight']","['startingValue', '962668.699']","['1224', 'finalValue']",['ΑΡΓΥΡΟΠΟΥΛΟΣ ΓΕΩΡΓΙΟΣ & ΣΙΑ ΟΕ(ΤΟΜ.'],"['277', 'wastePercentage']",['975533.679'],"['6766012.0', 'orderCount']","['98985.0', 'ewc']",['1.0']
301,"waste:964.0,ewc:[160122 191203 191202 191212],startingWeight:1068338.0,wastePercentage:0.2,name:ΚΟΣΜΙΔΗΣ Δ. & ΣΙΑ ΕΕ (ΤΟΜ.ΜΕΤΑΛΛΟΥ),orderCount:272,finalValue:1468861.155,full_community_id:1245,startingValue:1470152.3800000001",SUPPLIES,"['EDescription', 'Non-Ferrous']",,['ΣΚΡΑΠ ΧΑΛΚΟΥ Β2-Α'],"['COPPER SCRAP B2 UNSORTED', 'Category']",['497'],['50028'],,,,,,,,,,"['startingWeight', '[160122 191203 191202 191212]']",['1468861.155'],"['startingValue', '1245']","['orderCount', 'ΚΟΣΜΙΔΗΣ Δ. & ΣΙΑ ΕΕ (ΤΟΜ.ΜΕΤΑΛΛΟΥ)']","['finalValue', '272']",['1470152.3800000001'],"['wastePercentage', '1068338.0']","['ewc', '964.0']",['0.2']
302,"waste:191.0,ewc:[191203 191212 191202 160122],startingWeight:67780.0,wastePercentage:0.7,name:ΛΑΣΚΑΡΙΔΗΣ METAL SCRAP ΙΚΕ (ΤΟΜ.ΜΕΤ,orderCount:14,finalValue:93284.775,full_community_id:1261,startingValue:93608.125",SUPPLIES,"['EDescription', 'Non-Ferrous']",,['ΣΚΡΑΠ ΧΑΛΚΟΥ Β2-Α'],"['COPPER SCRAP B2 UNSORTED', 'Category']",['497'],['50028'],,,,,,,,,,"['[191203 191212 191202 160122]', 'startingWeight']",['93284.775'],"['startingValue', '1261']","['orderCount', 'ΛΑΣΚΑΡΙΔΗΣ METAL SCRAP ΙΚΕ (ΤΟΜ.ΜΕΤ']","['finalValue', '14']",['93608.125'],"['wastePercentage', '67780.0']","['191.0', 'ewc']",['0.7']
303,"waste:148.0,ewc:[191203 191202],startingWeight:30450.0,wastePercentage:0.5,name:ΟΙΚΟ ΚΥΚΛΙΟΣ ΑΝΑΚΥΚΛΩΣΗ ΑΒΕΕ (ΤΟΜ.Μ,orderCount:8,full_community_id:1242,finalValue:35244.575000000004,startingValue:35479.075",SUPPLIES,"['EDescription', 'Non-Ferrous']",,['ΣΚΡΑΠ ΧΑΛΚΟΥ Β2-Α'],"['COPPER SCRAP B2 UNSORTED', 'Category']",['497'],['50028'],,,,,,,,,,"['startingWeight', '[191203 191202]']","['startingValue', '35244.575000000004']","['finalValue', '1242']","['ΟΙΚΟ ΚΥΚΛΙΟΣ ΑΝΑΚΥΚΛΩΣΗ ΑΒΕΕ (ΤΟΜ.Μ', 'orderCount']",['8'],['35479.075'],"['30450.0', 'wastePercentage']","['148.0', 'ewc']",['0.5']
304,"ewc:[191203 191001 191202 191212 160117 160122 160118],waste:20541.0,startingWeight:3914274.0,wastePercentage:0.8,orderCount:681,name:AK METAL SCRAP ΕΠΕ,full_community_id:1064,finalValue:3345442.605,startingValue:3362944.715",SUPPLIES,"['EDescription', 'Non-Ferrous']",,['ΣΚΡΑΠ ΚΡΑΜΜΑΤΩΝ ΧΑΛΚΟΥ'],"['COPPER SCRAP ALLOYS', 'Category']",['498'],['50029'],,,,,,,,,,"['waste', '[191203 191001 191202 191212 160117 160122 160118]']","['startingValue', '3345442.605']","['1064', 'finalValue']",['AK METAL SCRAP ΕΠΕ'],['681'],['3362944.715'],"['wastePercentage', '3914274.0']","['startingWeight', '20541.0']","['orderCount', '0.8']"
305,"waste:964.0,ewc:[160122 191203 191202 191212],startingWeight:1068338.0,wastePercentage:0.2,name:ΚΟΣΜΙΔΗΣ Δ. & ΣΙΑ ΕΕ (ΤΟΜ.ΜΕΤΑΛΛΟΥ),orderCount:272,finalValue:1468861.155,full_community_id:1245,startingValue:1470152.3800000001",SUPPLIES,"['EDescription', 'Non-Ferrous']",,['ΣΚΡΑΠ ΚΡΑΜΜΑΤΩΝ ΧΑΛΚΟΥ'],"['COPPER SCRAP ALLOYS', 'Category']",['498'],['50029'],,,,,,,,,,"['startingWeight', '[160122 191203 191202 191212]']",['1468861.155'],"['startingValue', '1245']","['orderCount', 'ΚΟΣΜΙΔΗΣ Δ. & ΣΙΑ ΕΕ (ΤΟΜ.ΜΕΤΑΛΛΟΥ)']","['finalValue', '272']",['1470152.3800000001'],"['wastePercentage', '1068338.0']","['ewc', '964.0']",['0.2']
306,"waste:0.0,ewc:[191203 160118 120103 170405],startingWeight:370330.0,wastePercentage:0.0,name:AEIFOROS BULGARIA SA,orderCount:16,finalValue:962776.1782,full_community_id:1111,startingValue:962776.1782",SUPPLIES,"['EDescription', 'Non-Ferrous']",,['ΣΚΡΑΠ ΚΡΑΜΜΑΤΩΝ ΧΑΛΚΟΥ'],"['COPPER SCRAP ALLOYS', 'Category']",['498'],['50029'],,,,,,,,,,"['[191203 160118 120103 170405]', 'startingWeight']",['962776.1782'],"['1111', 'startingValue']","['orderCount', 'AEIFOROS BULGARIA SA']","['finalValue', '16']",['962776.1782'],"['wastePercentage', '370330.0']","['ewc', '0.0']",['0.0']
307,"waste:400.0,ewc:[191202 191203 120103 120101 160118],startingWeight:237355.0,wastePercentage:0.7,name:ΑΣΗΜΟΜΥΤΗΣ ΙΩΑΝΝΗΣ ΜΟΝΟΠΡΟΣΩΠΗ ΙΚΕ,orderCount:33,finalValue:198213.27,full_community_id:1031,startingValue:198778.975",SUPPLIES,"['EDescription', 'Non-Ferrous']",,['ΣΚΡΑΠ ΚΡΑΜΜΑΤΩΝ ΧΑΛΚΟΥ'],"['COPPER SCRAP ALLOYS', 'Category']",['498'],['50029'],,,,,,,,,,"['startingWeight', '[191202 191203 120103 120101 160118]']",['198213.27'],"['startingValue', '1031']","['orderCount', 'ΑΣΗΜΟΜΥΤΗΣ ΙΩΑΝΝΗΣ ΜΟΝΟΠΡΟΣΩΠΗ ΙΚΕ']","['finalValue', '33']",['198778.975'],"['wastePercentage', '237355.0']","['ewc', '400.0']",['0.7']
308,"ewc:[191203],waste:5.0,startingWeight:570.0,wastePercentage:0.9,name:ΚΥΡΙΑΚΟΠΟΥΛΟΣ ΙΩΑΝΝΗΣ & ΣΙΑ,orderCount:1,finalValue:2034.0,full_community_id:1016,startingValue:2052.0",SUPPLIES,"['EDescription', 'Non-Ferrous']",,['ΣΚΡΑΠ ΧΑΛΚΟΝΙΚΕΛΙΟΥ 90/10'],"['COPPER NICKEL SCRAP 90/10', 'Category']",['502'],['50033'],,,,,,,,,,"['waste', '[191203]']",['2034.0'],"['1016', 'startingValue']","['orderCount', 'ΚΥΡΙΑΚΟΠΟΥΛΟΣ ΙΩΑΝΝΗΣ & ΣΙΑ']","['1', 'finalValue']",['2052.0'],"['wastePercentage', '570.0']","['startingWeight', '5.0']",['0.9']
309,"ewc:[191203 191001 191202 191212 160117 160122 160118],waste:20541.0,startingWeight:3914274.0,wastePercentage:0.8,orderCount:681,name:AK METAL SCRAP ΕΠΕ,full_community_id:1064,finalValue:3345442.605,startingValue:3362944.715",SUPPLIES,"['EDescription', 'Non-Ferrous']",,['ΣΚΡΑΠ ΧΑΛΚΟΝΙΚΕΛΙΟΥ 90/10'],"['COPPER NICKEL SCRAP 90/10', 'Category']",['502'],['50033'],,,,,,,,,,"['waste', '[191203 191001 191202 191212 160117 160122 160118]']","['startingValue', '3345442.605']","['1064', 'finalValue']",['AK METAL SCRAP ΕΠΕ'],['681'],['3362944.715'],"['wastePercentage', '3914274.0']","['startingWeight', '20541.0']","['orderCount', '0.8']"
310,"ewc:[200140],waste:5.0,startingWeight:830.0,wastePercentage:0.6,name:ΘΕΡΜΟΣΩΛ ΑΤΜΟΛΕΒΗΤΕΣ ΑΕ,orderCount:1,finalValue:2590.5,full_community_id:978,startingValue:2606.2000000000003",SUPPLIES,"['EDescription', 'Non-Ferrous']",,['ΣΚΡΑΠ ΧΑΛΚΟΝΙΚΕΛΙΟΥ 90/10'],"['COPPER NICKEL SCRAP 90/10', 'Category']",['502'],['50033'],,,,,,,,,,"['waste', '[200140]']",['2590.5'],"['startingValue', '978']","['ΘΕΡΜΟΣΩΛ ΑΤΜΟΛΕΒΗΤΕΣ ΑΕ', 'orderCount']","['1', 'finalValue']",['2606.2000000000003'],"['830.0', 'wastePercentage']","['startingWeight', '5.0']",['0.6']
311,"waste:964.0,ewc:[160122 191203 191202 191212],startingWeight:1068338.0,wastePercentage:0.2,name:ΚΟΣΜΙΔΗΣ Δ. & ΣΙΑ ΕΕ (ΤΟΜ.ΜΕΤΑΛΛΟΥ),orderCount:272,finalValue:1468861.155,full_community_id:1245,startingValue:1470152.3800000001",SUPPLIES,"['EDescription', 'Non-Ferrous']",,['ΣΚΡΑΠ ΧΑΛΚΟΝΙΚΕΛΙΟΥ 90/10'],"['COPPER NICKEL SCRAP 90/10', 'Category']",['502'],['50033'],,,,,,,,,,"['startingWeight', '[160122 191203 191202 191212]']",['1468861.155'],"['startingValue', '1245']","['orderCount', 'ΚΟΣΜΙΔΗΣ Δ. & ΣΙΑ ΕΕ (ΤΟΜ.ΜΕΤΑΛΛΟΥ)']","['finalValue', '272']",['1470152.3800000001'],"['wastePercentage', '1068338.0']","['ewc', '964.0']",['0.2']
312,"waste:964.0,ewc:[160122 191203 191202 191212],startingWeight:1068338.0,wastePercentage:0.2,name:ΚΟΣΜΙΔΗΣ Δ. & ΣΙΑ ΕΕ (ΤΟΜ.ΜΕΤΑΛΛΟΥ),orderCount:272,finalValue:1468861.155,full_community_id:1245,startingValue:1470152.3800000001",SUPPLIES,"['EDescription', 'Non-Ferrous']",,['ΣΚΡΑΠ ΧΑΛΚΟΝΙΚΕΛΙΟΥ 70/30'],"['Category', 'COPPER NICKEL SCRAP 70/30']",['503'],['50034'],,,,,,,,,,"['startingWeight', '[160122 191203 191202 191212]']",['1468861.155'],"['startingValue', '1245']","['orderCount', 'ΚΟΣΜΙΔΗΣ Δ. & ΣΙΑ ΕΕ (ΤΟΜ.ΜΕΤΑΛΛΟΥ)']","['finalValue', '272']",['1470152.3800000001'],"['wastePercentage', '1068338.0']","['ewc', '964.0']",['0.2']
313,"waste:819.0,ewc:[191202 200140],startingWeight:41515.0,wastePercentage:2.2,name:ΔΙΕΘΝΗΣ ΕΜΠΟΡΙΑ ΚΟΜΒΙΩΝ ΑΕΕ,orderCount:11,finalValue:4125.2,full_community_id:1006,startingValue:4207.1",SUPPLIES,"['EDescription', 'Non-Ferrous']",,['ΔΙΑΦΟΡΑ ΜΕΤΑΛΛΑ'],"['VARIOUS METAL', 'Category']",['508'],['50210'],,,,,,,,,,"['[191202 200140]', 'startingWeight']",['4125.2'],"['1006', 'startingValue']","['orderCount', 'ΔΙΕΘΝΗΣ ΕΜΠΟΡΙΑ ΚΟΜΒΙΩΝ ΑΕΕ']","['finalValue', '11']",['4207.1'],"['wastePercentage', '41515.0']","['819.0', 'ewc']",['2.2']
314,"ewc:[191203 191001 191202 191212 160117 160122 160118],waste:20541.0,startingWeight:3914274.0,wastePercentage:0.8,orderCount:681,name:AK METAL SCRAP ΕΠΕ,full_community_id:1064,finalValue:3345442.605,startingValue:3362944.715",SUPPLIES,"['EDescription', 'Non-Ferrous']",,['ΣΚΡΑΠ ΨΥΓΕΙΩΝ ΧΑΛΚΟΥ – ΧΑΛΚΟΝΙΚΕΛΙΟΥ '],"['CU – CUNI RADIATORS SCRAP', 'Category']",['509'],['50211'],,,,,,,,,,"['waste', '[191203 191001 191202 191212 160117 160122 160118]']","['startingValue', '3345442.605']","['1064', 'finalValue']",['AK METAL SCRAP ΕΠΕ'],['681'],['3362944.715'],"['wastePercentage', '3914274.0']","['startingWeight', '20541.0']","['orderCount', '0.8']"
315,"waste:964.0,ewc:[160122 191203 191202 191212],startingWeight:1068338.0,wastePercentage:0.2,name:ΚΟΣΜΙΔΗΣ Δ. & ΣΙΑ ΕΕ (ΤΟΜ.ΜΕΤΑΛΛΟΥ),orderCount:272,finalValue:1468861.155,full_community_id:1245,startingValue:1470152.3800000001",SUPPLIES,"['EDescription', 'Non-Ferrous']",,['ΣΚΡΑΠ ΨΥΓΕΙΩΝ ΧΑΛΚΟΥ – ΧΑΛΚΟΝΙΚΕΛΙΟΥ '],"['CU – CUNI RADIATORS SCRAP', 'Category']",['509'],['50211'],,,,,,,,,,"['startingWeight', '[160122 191203 191202 191212]']",['1468861.155'],"['startingValue', '1245']","['orderCount', 'ΚΟΣΜΙΔΗΣ Δ. & ΣΙΑ ΕΕ (ΤΟΜ.ΜΕΤΑΛΛΟΥ)']","['finalValue', '272']",['1470152.3800000001'],"['wastePercentage', '1068338.0']","['ewc', '964.0']",['0.2']
316,"waste:2469.0,ewc:[191203 191202 191212],startingWeight:1199050.0,wastePercentage:0.4,name:ΚΑΤΣΟΥΛΗΣ ΑΓΓΕΛΟΣ ΜΟΝ.ΕΠΕ (ΤΟΜ.ΜΕΤΑ,orderCount:123,full_community_id:1239,finalValue:1138512.965,startingValue:1141014.125",SUPPLIES,"['EDescription', 'Non-Ferrous']",,['ΣΚΡΑΠ ΟΡΕΙΧΑΛΚΟΥ 58%'],"['Category', 'BRASS SCRAP MS-58%']",['510'],['50039'],,,,,,,,,,"['[191203 191202 191212]', 'startingWeight']","['1138512.965', 'startingValue']","['1239', 'finalValue']","['orderCount', 'ΚΑΤΣΟΥΛΗΣ ΑΓΓΕΛΟΣ ΜΟΝ.ΕΠΕ (ΤΟΜ.ΜΕΤΑ']",['123'],['1141014.125'],"['wastePercentage', '1199050.0']","['2469.0', 'ewc']",['0.4']
