,Relationship,Category_src,Description_src,EDescription_src,GDescription_src,full_community_id_src,name_src,Categorisation_trg,Category_trg,Description_trg,Dimensions_trg,Form_trg,Free_of_trg,Material_trg,Specifications_trg,Title_trg,ewc_trg,finalValue_trg,full_community_id_trg,name_trg,orderCount_trg,startingValue_trg,startingWeight_trg,waste_trg,wastePercentage_trg
1035,IS_EQUIVALENT_TO,['Non-Ferrous'],,,"['BRASS SCRAP HONEY AS PER ISRI (E)', 'Category']",['665'],['50113'],['Nonferrous Scrap - Red Metals'],,,,"[' Tubings', ' Rod', ' Castings', ' Rolled', 'Mixed Solids', ' Plated']","[' unsweated radiators or radiator parts', ' bullet casings.', ' any type of munitions including', ' but not limited to', ' aluminumbronze', ' and excessively dirty and corroded materials', 'Manganese-bronze', ' iron']",['Yellow brass'],,['Yellow Brass Scrap'],,,['25'],['Honey'],,,,,
1036,IS_EQUIVALENT_TO,['Non-Ferrous'],,,"['ALUMINUM SCRAP TAINT TABOR AS PER ISRI E', 'Category']",['669'],['50121'],['Nonferrous Scrap - Aluminum'],,,,['Sheet'],"[' screen wire', ' and other non-metallic items', ' plastic', ' venetian blinds', ' hair wire', ' castings', ' airplane sheet', ' food or beverage containers', ' bottle caps', ' radiator shells', 'foil', ' dirt']",['Aluminum '],['Clean old alloy aluminum of two or more alloys. Oil and grease not to total more than 1%. Up to 10% Tale permitted.'],['Clean Mixed Old Alloy Sheet Aluminum'],,,['53'],['Taint/Tabor'],,,,,
1037,IS_EQUIVALENT_TO,['Non-Ferrous'],,,"['ALUMINUM SCRAP TENSE AS PER ISRI(E)', 'Category']",['670'],['50131'],['Nonferrous Scrap - Aluminum'],,,,['Castings'],"[' dirt and other non-metallic items', ' brass', 'Iron']",['Aluminum'],['Clean aluminum castings which may contain auto and airplane castings but no ingots. Oil and grease not to total more than 2%.'],['Mixed Aluminum Castings'],,,['76'],['Tense'],,,,,
1038,SUPPLIES,['Non-Ferrous'],,,"['ALUMINUM SCRAP TREAD AS PER ISRI(E)', 'Category']",['674'],['50192'],,,,,,,,,,"['startingWeight', '[160801 170402 170411 191203 191001 170403 160118 200140 120103]']",['382737.077'],"['startingValue', '977']","['ΑΕΙΦΟΡΟΣ ΕΤΑΙΡ ΕΠΕΞΕΡΓ ΜΕΤΑΛΛΩΝ ΑΕ', 'orderCount']","['finalValue', '32']",['382941.537'],"['376213.0', 'wastePercentage']","['108.0', 'ewc']",['0.5']
1039,IS_EQUIVALENT_TO,['Non-Ferrous'],,,"['ALUMINUM SCRAP TREAD AS PER ISRI(E)', 'Category']",['674'],['50192'],['Nonferrous Scrap - Aluminum'],,,,"['Castings', ' Forgings and Extrusions']","[' oil', ' stainless steel', ' dirt', 'Sawings', ' zinc', ' grease and other non-metallic items', ' iron']",['Aluminum'],"[' forgings', ' clean', ' and extrusions of one specified alloy only', 'New', ' uncoated aluminum castings']",['null'],,,['87'],['Tread'],,,,,
1040,IS_EQUIVALENT_TO,['Non-Ferrous'],,,"['ALUMINUM SCRAP TALK AS AS PER ISRI(E)', 'Category']",['675'],['50193'],['Nonferrous Scrap - Aluminum'],,,,"['Radiators', ' Fins on copper tubing']","['Brass tubing', ' iron and other foreign contamination']",['Aluminum/Copper'],['Clean'],['Aluminum Copper Radiators'],,,['61'],['Talk'],,,,,
1041,SUPPLIES,['Non-Ferrous'],,,"['ALUMINUM SCRAP ZORBA AS PER ISRI(E)', 'Category']",['676'],['50208'],,,,,,,,,,"['startingWeight', '[191203 160118 120103 170405]']",['962776.1782'],"['startingValue', '1111']","['AEIFOROS BULGARIA SA', 'orderCount']","['finalValue', '16']",['962776.1782'],"['370330.0', 'wastePercentage']","['0.0', 'ewc']",['0.0']
1042,SUPPLIES,['Non-Ferrous'],,,"['ALUMINUM SCRAP ZORBA AS PER ISRI(E)', 'Category']",['676'],['50208'],,,,,,,,,,"['startingWeight', '[160801 170402 170411 191203 191001 170403 160118 200140 120103]']",['382737.077'],"['startingValue', '977']","['ΑΕΙΦΟΡΟΣ ΕΤΑΙΡ ΕΠΕΞΕΡΓ ΜΕΤΑΛΛΩΝ ΑΕ', 'orderCount']","['finalValue', '32']",['382941.537'],"['376213.0', 'wastePercentage']","['108.0', 'ewc']",['0.5']
1043,IS_EQUIVALENT_TO,['Non-Ferrous'],,,"['ALUMINUM SCRAP ZORBA AS PER ISRI(E)', 'Category']",['676'],['50208'],['Nonferrous Scrap - Aluminum'],,,,['Nonferrous Scrap'],"['Radioactive material', ' or ash', ' dross']",,"[' magnesium', 'Shall be made up of a combination of the nonferrous metals - aluminum', ' nickel', ' flotation', ' air separation', ' lead', ' in elemental or alloyed (solid) form. Material generated by eddy current', ' other segregation technique(s)', ' and zinc', ' �Zorba 90� means the material contains approximately 90% nonferrous metal content). May also be screened to permit description by specific size ranges. (Refer also to Zorba under Mixed Metals.)', ' copper', ' or a combination thereof. Shall have passed one or more magnets to reduce or eliminate free iron and/or large iron attachments. Material to be bought/sold under this guideline shall be identified as �Zorba� with a number to follow indicating the estimated percentage nonferrous metal content of the material (e.g.', ' screening', ' stainless steel', ' tin']",['Shredded Nonferrous Scrap (predominantly aluminum)'],,,['97'],['Zorba'],,,,,
1044,SUPPLIES,['Non-Ferrous'],,,"['ALUMINUM SCRAP TURNINGS (Ε)', 'Category']",['677'],['50289'],['Nonferrous Scrap - Aluminum'],,,,['Nonferrous Scrap'],"['Radioactive material', ' or ash', ' dross']",,"[' magnesium', 'Shall be made up of a combination of the nonferrous metals - aluminum', ' nickel', ' flotation', ' air separation', ' lead', ' in elemental or alloyed (solid) form. Material generated by eddy current', ' other segregation technique(s)', ' and zinc', ' �Zorba 90� means the material contains approximately 90% nonferrous metal content). May also be screened to permit description by specific size ranges. (Refer also to Zorba under Mixed Metals.)', ' copper', ' or a combination thereof. Shall have passed one or more magnets to reduce or eliminate free iron and/or large iron attachments. Material to be bought/sold under this guideline shall be identified as �Zorba� with a number to follow indicating the estimated percentage nonferrous metal content of the material (e.g.', ' screening', ' stainless steel', ' tin']",['Shredded Nonferrous Scrap (predominantly aluminum)'],,,['97'],['Zorba'],,,,,
1045,SUPPLIES,['Non-Ferrous'],,,"['ELECTRIC MOTORS SHREDDED (WEEE)', 'Category']",['685'],['50259'],,,,,,,,,,"['startingWeight', '[191203 160118 120103 170405]']",['962776.1782'],"['startingValue', '1111']","['AEIFOROS BULGARIA SA', 'orderCount']","['finalValue', '16']",['962776.1782'],"['370330.0', 'wastePercentage']","['0.0', 'ewc']",['0.0']
1046,SUPPLIES,,,,,['957'],['40013'],,,,,,,,,,"['waste', '[160104]']",['3.52'],"['1191', 'startingValue']","['ΜΑΧΑΙΡΑΣ ΚΩΝΣΤΑΝΤΙΝΟΣ', 'orderCount']","['finalValue', '1']",['3.52'],"['wastePercentage', '352.0']","['startingWeight', '0.0']",['0.0']
1047,SUPPLIES,,,,,['957'],['40013'],,,,,,,,,,"['waste', '[160104]']",['48.44'],"['startingValue', '1180']","['ΚΟΜΝΗΝΟΣ ΤΙΜΟΛΕΩΝ', 'orderCount']","['finalValue', '1']",['48.44'],"['1211.0', 'wastePercentage']","['startingWeight', '0.0']",['0.0']
1048,SUPPLIES,,,,,['957'],['40013'],,,,,,,,,,"['waste', '[160104]']",['12.5'],"['startingValue', '1151']","['ΤΕΚΕΛΗΣ ΝΙΚΟΛΑΟΣ', 'orderCount']","['finalValue', '1']",['12.5'],"['1250.0', 'wastePercentage']","['startingWeight', '0.0']",['0.0']
1049,SUPPLIES,,,,,['957'],['40013'],,,,,,,,,,"['waste', '[160104]']",['86.22'],"['startingValue', '1157']","['ΠΟΥΛΗΜΕΝΟΣ ΙΩΑΝΝΗΣ', 'orderCount']","['finalValue', '1']",['86.22'],"['1437.0', 'wastePercentage']","['startingWeight', '0.0']",['0.0']
1050,SUPPLIES,,,,,['957'],['40013'],,,,,,,,,,"['waste', '[160104]']","['26298.09', 'startingValue']","['finalValue', '1145']","['ΜΟΥΡΕΛΑΤΟΣ ΓΕΩΡΓΙΟΣ', 'orderCount']",['1'],['26298.09'],"['507.0', 'wastePercentage']","['startingWeight', '0.0']",['0.0']
1051,SUPPLIES,,,,,['957'],['40013'],,,,,,,,,,"['waste', '[160104]']","['26.29809', 'startingValue']","['finalValue', '1146']","['ΜΟΥΡΕΛΑΤΟΥ ΒΑΣΙΛΙΚΗ', 'orderCount']",['1'],['26.29809'],"['507.0', 'wastePercentage']","['startingWeight', '0.0']",['0.0']
1052,SUPPLIES,,,,,['957'],['40013'],,,,,,,,,,"['waste', '[160104]']",['78.06'],"['startingValue', '1149']","['ΣΑΡΛΑΣ ΒΑΣΙΛΕΙΟΣ', 'orderCount']","['finalValue', '1']",['78.06'],"['1301.0', 'wastePercentage']","['startingWeight', '0.0']",['0.0']
1053,SUPPLIES,,,,,['957'],['40013'],,,,,,,,,,"['startingWeight', '[160104]']","['2.73', 'startingValue']","['finalValue', '1130']","['ΤΖΟΚΑ ΑΝΝΑ', 'orderCount']",['1'],['2.73'],"['273.0', 'wastePercentage']","['0.0', 'ewc']",['0.0']
1054,SUPPLIES,,,,,['957'],['40013'],,,,,,,,,,"['waste', '[160104]']",['54.36'],"['1134', 'startingValue']","['ΝΑΣΙΚΑΣ ΓΕΩΡΓΙΟΣ', 'orderCount']","['finalValue', '1']",['54.36'],"['906.0', 'wastePercentage']","['startingWeight', '0.0']",['0.0']
1055,SUPPLIES,,,,,['957'],['40013'],,,,,,,,,,"['waste', '[160104]']",['3.68'],"['startingValue', '1128']","['ΑΡΑΠΟΓΛΟΥ ΣΤΑΥΡΟΣ', 'orderCount']","['finalValue', '1']",['3.68'],"['368.0', 'wastePercentage']","['startingWeight', '0.0']",['0.0']
1056,SUPPLIES,,,,,['957'],['40013'],,,,,,,,,,"['waste', '[160104]']",['7.88'],"['startingValue', '1109']","['ΣΚΛΑΒΟΥΝΟΣ ΓΕΩΡΓΙΟΣ', 'orderCount']","['finalValue', '1']",['7.88'],"['788.0', 'wastePercentage']","['startingWeight', '0.0']",['0.0']
1057,SUPPLIES,,,,,['957'],['40013'],,,,,,,,,,"['waste', '[160104]']",['69.93'],"['1187', 'startingValue']","['ΧΑΤΖΗΔΙΑΚΟΣ ΓΡΗΓΟΡΙΟΣ', 'orderCount']","['finalValue', '1']",['69.93'],"['999.0', 'wastePercentage']","['startingWeight', '0.0']",['0.0']
1058,SUPPLIES,,,,,['957'],['40013'],,,,,,,,,,"['waste', '[160104]']",['3.15'],"['1178', 'startingValue']","['ΠΑΣΧΑΛΙΔΗΣ ΙΩΑΝΝΗΣ', 'orderCount']","['finalValue', '1']",['3.15'],"['315.0', 'wastePercentage']","['startingWeight', '0.0']",['0.0']
1059,SUPPLIES,,,,,['957'],['40013'],,,,,,,,,,"['waste', '[160104]']",['2.88'],"['startingValue', '1129']","['ΣΚΙΑΘΙΤΗ ΕΙΡΗΝΗ', 'orderCount']","['finalValue', '1']",['2.88'],"['wastePercentage', '288.0']","['startingWeight', '0.0']",['0.0']
1060,SUPPLIES,,,,,['957'],['40013'],,,,,,,,,,"['waste', '[160104]']",['3.25'],"['1152', 'startingValue']","['ΔΗΜΟΠΟΥΛΟΣ ΜΙΧΑΗΛ', 'orderCount']","['finalValue', '1']",['3.25'],"['325.0', 'wastePercentage']","['startingWeight', '0.0']",['0.0']
1061,SUPPLIES,,,,,['957'],['40013'],,,,,,,,,,"['waste', '[160104]']","['13.83', 'startingValue']","['finalValue', '1181']",['CHUNG YUNCHEOL'],['1'],['13.83'],"['1383.0', 'wastePercentage']","['startingWeight', '0.0']","['0.0', 'orderCount']"
1062,SUPPLIES,,,,,['957'],['40013'],,,,,,,,,,"['waste', '[160104]']",['10.2'],"['1173', 'startingValue']","['ΤΣΙΤΟΥΡΑΣ ΣΠΥΡΙΔΩΝ', 'orderCount']","['finalValue', '1']",['10.2'],"['1020.0', 'wastePercentage']","['startingWeight', '0.0']",['0.0']
1063,SUPPLIES,,,,,['957'],['40013'],,,,,,,,,,"['waste', '[160104]']",['123.45'],"['startingValue', '1147']","['ΒΑΡΟΥΞΗ ΣΤΥΛΙΑΝΗ', 'orderCount']","['finalValue', '1']",['123.45'],"['823.0', 'wastePercentage']","['startingWeight', '0.0']",['0.0']
1064,SUPPLIES,,,,,['957'],['40013'],,,,,,,,,,"['waste', '[160104]']","['5.42', 'startingValue']","['1153', 'finalValue']",['ΓΙΑΣΑΡ ΤΑΡΙΚ'],"['1', 'wastePercentage']",['5.42'],"['542.0', 'orderCount']","['startingWeight', '0.0']",['0.0']
1065,SUPPLIES,,,,,['957'],['40013'],,,,,,,,,,"['waste', '[160104]']",['102.0'],"['1148', 'startingValue']","['ΚΑΡΜΙΟΣ ΑΛΕΞΑΝΔΡΟΣ', 'orderCount']","['finalValue', '1']",['102.0'],"['850.0', 'wastePercentage']","['startingWeight', '0.0']",['0.0']
1066,SUPPLIES,,,,,['957'],['40013'],,,,,,,,,,"['waste', '[160104]']",['119.34'],"['startingValue', '990']","['ΚΟΛΙΟΠΟΥΛΟΣ & ΜΑΣΤΕΛΛΟΣ ΔΙΚ/ΚΗ ΕΤΑΙ', 'orderCount']","['finalValue', '1']",['119.34'],"['1326.0', 'wastePercentage']","['startingWeight', '0.0']",['0.0']
1067,SUPPLIES,,,,,['957'],['40013'],,,,,,,,,,"['waste', '[160104]']",['3.93'],"['1174', 'startingValue']","['ΦΟΥΡΤΟΥΝΗΣ ΔΗΜΗΤΡΙΟΣ', 'orderCount']","['finalValue', '1']",['3.93'],"['393.0', 'wastePercentage']","['startingWeight', '0.0']",['0.0']
1068,SUPPLIES,,,,,['957'],['40013'],,,,,,,,,,"['waste', '[160104]']",['3.4'],"['1176', 'startingValue']","['finalValue', 'ΧΡΟΝΟΠΟΥΛΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ']",,['3.4'],"['340.0', 'wastePercentage']","['startingWeight', '0.0']",['0.0']
1069,SUPPLIES,,,,,['957'],['40013'],,,,,,,,,,"['waste', '[160104]']",['2.79'],"['startingValue', '1179']","['ΚΩΣΤΑΡΕΛΟΥ ΓΕΩΡΓΙΑ', 'orderCount']","['finalValue', '1']",['2.79'],"['279.0', 'wastePercentage']","['startingWeight', '0.0']",['0.0']
1070,SUPPLIES,,,,,['957'],['40013'],,,,,,,,,,"['waste', '[160104]']",['8.03'],"['1163', 'startingValue']","['finalValue', 'ΛΙΟΛΙΤΣΑΣ ΔΗΜΗΤΡΙΟΣ']",,['8.03'],"['803.0', 'wastePercentage']","['startingWeight', '0.0']",['0.0']
1071,SUPPLIES,,,,,['957'],['40013'],,,,,,,,,,"['waste', '[160104]']",['67.9'],"['startingValue', '1189']","['ΤΣΑΓΚΟΥΡΝΟΣ ΕΥΘΥΜΙΟΣ', 'orderCount']","['finalValue', '1']",['67.9'],"['970.0', 'wastePercentage']","['startingWeight', '0.0']",['0.0']
1072,SUPPLIES,,,,,['957'],['40013'],,,,,,,,,,"['waste', '[160104]']",['15.24'],"['startingValue', '1100']","['ΚΥΠΡΑΙΟΣ ΕΥΣΤ. ΝΙΚΟΛΑΟΣ', 'orderCount']","['finalValue', '1']",['15.24'],"['1524.0', 'wastePercentage']","['startingWeight', '0.0']",['0.0']
1073,SUPPLIES,,,,,['957'],['40013'],,,,,,,,,,"['waste', '[160104]']","['4.68', 'startingValue']","['finalValue', '1144']",['ΜΠΟΥΓΙΑ ΜΑΡΙΝΑ'],"['1', 'wastePercentage']",['4.68'],"['468.0', 'orderCount']","['startingWeight', '0.0']",['0.0']
1074,SUPPLIES,,,,,['957'],['40013'],,,,,,,,,,"['waste', '[160104]']",['2.36'],"['1162', 'startingValue']","['ΜΑΣΤΡΟΓΙΑΝΝΗ ΚΑΛΛΙΟΠΗ', 'orderCount']","['finalValue', '1']",['2.36'],"['236.0', 'wastePercentage']","['startingWeight', '0.0']",['0.0']
1075,SUPPLIES,,,,,['957'],['40013'],,,,,,,,,,"['startingWeight', '[160104]']","['startingValue', '34539.38']","['finalValue', '1121']",['ΔΗΜΟΣ ΠΕΙΡΑΙΑ'],"['322', 'wastePercentage']",['34539.38'],"['352678.0', 'orderCount']","['0.0', 'ewc']",['0.0']
1076,SUPPLIES,,,,,['957'],['40013'],,,,,,,,,,"['waste', '[160104]']","['startingValue', '4.2700000000000005']","['finalValue', '1158']","['ΜΕΖΙΛΗΣ ΣΤΕΦΑΝΟΣ', 'orderCount']",['1'],['4.2700000000000005'],"['427.0', 'wastePercentage']","['startingWeight', '0.0']",['0.0']
1077,SUPPLIES,,,,,['957'],['40013'],,,,,,,,,,"['startingWeight', '[191202 160104]']",['148.95420000000001'],"['startingValue', '1071']","['ΑΜΕΡΙΚΑΝΙΚΗ ΠΡΕΣΒΕΙΑ', 'orderCount']","['finalValue', '5']",['148.95420000000001'],"['20310.0', 'wastePercentage']","['0.0', 'ewc']",['0.0']
1078,SUPPLIES,,,,,['957'],['40013'],,,,,,,,,,"['waste', '[160104]']","['10.03', 'startingValue']","['finalValue', '1167']",['ΗΛΙΑΔΟΥ ΑΝΝΑ'],"['1', 'wastePercentage']",['10.03'],"['1003.0', 'orderCount']","['startingWeight', '0.0']",['0.0']
1079,SUPPLIES,,,,,['957'],['40013'],,,,,,,,,,"['waste', '[160104]']","['1025.04', 'startingValue']","['finalValue', '1123']","['ΔΗΜΟΣ ΛΥΚΟΒΡΥΣΗΣ - ΠΕΥΚΗΣ', 'orderCount']",['7'],['1025.04'],"['7220.0', 'wastePercentage']","['startingWeight', '0.0']",['0.0']
1080,SUPPLIES,,,,,['957'],['40013'],,,,,,,,,,"['waste', '[160104]']",['53.32'],"['startingValue', '1127']","['ΜΥΛΩΝΑΚΗΣ ΙΩΑΝΝΗΣ', 'orderCount']","['finalValue', '1']",['53.32'],"['1333.0', 'wastePercentage']","['startingWeight', '0.0']",['0.0']
1081,SUPPLIES,,,,,['957'],['40013'],,,,,,,,,,"['waste', '[160104]']","['startingValue', '5.24']","['finalValue', '1160']",['ΤΖΑΒΑΡΑ ΝΙΚΟΛΑ'],"['1', 'wastePercentage']",['5.24'],"['524.0', 'orderCount']","['startingWeight', '0.0']",['0.0']
1082,SUPPLIES,,,,,['957'],['40013'],,,,,,,,,,"['startingWeight', '[160104]']","['startingValue', '7493.89']","['finalValue', '1119']","['ΔΗΜΟΣ ΕΛΛΗΝΙΚΟΥ-ΑΡΓΥΡΟΥΠΟΛΗΣ', 'orderCount']",['46'],['7493.89'],"['47298.0', 'wastePercentage']","['0.0', 'ewc']",['0.0']
1083,SUPPLIES,,,,,['957'],['40013'],,,,,,,,,,"['waste', '[160104]']",['9.4'],"['1166', 'startingValue']","['ΜΗΤΡΗ ΜΑΡΙΑ- ΕΛΕΝΗ', 'orderCount']","['finalValue', '1']",['9.4'],"['wastePercentage', '940.0']","['startingWeight', '0.0']",['0.0']
1084,SUPPLIES,,,,,['957'],['40013'],,,,,,,,,,"['waste', '[160104]']",['206.46'],"['startingValue', '1133']","['ΤΟΜΠΟΥΛΗΣ ΠΑΝΑΓΙΩΤΗΣ', 'orderCount']","['finalValue', '1']",['206.46'],"['1147.0', 'wastePercentage']","['startingWeight', '0.0']",['0.0']
1085,SUPPLIES,,,,,['957'],['40013'],,,,,,,,,,"['startingWeight', '[160104]']","['startingValue', '7858.34']","['1125', 'finalValue']","['ΔΗΜΟΣ Ν. ΗΡΑΚΛΕΙΟΥ', 'orderCount']",['52'],['7858.34'],"['53306.0', 'wastePercentage']","['0.0', 'ewc']",['0.0']
1086,SUPPLIES,,,,,['957'],['40013'],,,,,,,,,,"['waste', '[160104]']",['120.9'],"['startingValue', '1143']","['ΠΕΤΕΙΝΑΡΗ ΜΑΡΙΑ', 'orderCount']","['finalValue', '1']",['120.9'],"['930.0', 'wastePercentage']","['startingWeight', '0.0']",['0.0']
1087,SUPPLIES,,,,,['957'],['40013'],,,,,,,,,,"['waste', '[160104]']","['startingValue', '2585.6000000000004']","['finalValue', '956']","['ΓΚΑΚ ΑΝΩΝ.ΝΑΥΤ.ΕΤ.ΠΡΑΚΤ.& ΘΑΛ.ΜΕΤΑΦ', 'orderCount']",['1'],['2585.6000000000004'],"['1616.0', 'wastePercentage']","['startingWeight', '0.0']",['0.0']
1088,SUPPLIES,,,,,['957'],['40013'],,,,,,,,,,"['waste', '[160104]']",['105.0'],"['1184', 'startingValue']","['ΣΟΡΟΒΙΓΚΑΣ ΠΕΤΡΟΣ', 'orderCount']","['finalValue', '1']",['105.0'],"['875.0', 'wastePercentage']","['startingWeight', '0.0']",['0.0']
1089,SUPPLIES,,,,,['957'],['40013'],,,,,,,,,,"['waste', '[160104]']","['startingValue', '3.0700000000000003']","['finalValue', '1192']","['ΕΥΑΓΓΕΛΟΠΟΥΛΟΥ ΕΥΑΓΓΕΛΙΑ', 'orderCount']",['1'],['3.0700000000000003'],"['307.0', 'wastePercentage']","['startingWeight', '0.0']",['0.0']
1090,SUPPLIES,,,,,['957'],['40013'],,,,,,,,,,"['waste', '[160104]']",['121.22'],"['1104', 'startingValue']","['ΦΑΡΜΑΣΕΡΒΙΣ Α.Ε.', 'orderCount']","['finalValue', '2']",['121.22'],"['3092.0', 'wastePercentage']","['startingWeight', '0.0']",['0.0']
1091,SUPPLIES,,,,,['957'],['40013'],,,,,,,,,,"['waste', '[160104]']","['startingValue', '3.3200000000000003']","['finalValue', '1171']","['ΜΑΡΑΓΚΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ', 'orderCount']",['1'],['3.3200000000000003'],"['332.0', 'wastePercentage']","['startingWeight', '0.0']",['0.0']
1092,SUPPLIES,,,,,['957'],['40013'],,,,,,,,,,"['waste', '[160104]']",['102.62'],"['startingValue', '1138']","['ΓΚΡΑΝΙΑΣ ΧΡΗΣΤΟΣ', 'orderCount']","['finalValue', '1']",['102.62'],"['733.0', 'wastePercentage']","['startingWeight', '0.0']",['0.0']
1093,SUPPLIES,,,,,['957'],['40013'],,,,,,,,,,"['waste', '[160104]']",['10.03'],"['startingValue', '1161']","['ΑΝΔΡΙΚΟΣ ΑΠΟΣΤΟΛΟΣ', 'orderCount']","['finalValue', '1']",['10.03'],"['1003.0', 'wastePercentage']","['startingWeight', '0.0']",['0.0']
1094,SUPPLIES,,,,,['957'],['40013'],,,,,,,,,,"['waste', '[160104]']",['105.84'],"['1193', 'startingValue']","['ΔΑΪΚΟΠΟΥΛΟΥ ΚΩΝΣΤΑΝΤΙΝΑ', 'orderCount']","['finalValue', '1']",['105.84'],"['882.0', 'wastePercentage']","['startingWeight', '0.0']",['0.0']
1095,SUPPLIES,,,,,['957'],['40013'],,,,,,,,,,"['waste', '[160104]']",['125.4'],"['startingValue', '1156']","['ΣΑΝΤΙΚΟΣ ΠΑΝΑΓΙΩΤΗΣ', 'orderCount']","['finalValue', '1']",['125.4'],"['1045.0', 'wastePercentage']","['startingWeight', '0.0']",['0.0']
1096,SUPPLIES,,,,,['957'],['40013'],,,,,,,,,,"['waste', '[160104]']",['99.8'],"['startingValue', '1177']","['ΚΑΡΑΘΑΝΟΣ ΑΘΑΝΑΣΙΟΣ', 'orderCount']","['finalValue', '1']",['99.8'],"['998.0', 'wastePercentage']","['startingWeight', '0.0']",['0.0']
1097,SUPPLIES,,,,,['957'],['40013'],,,,,,,,,,"['waste', '[160104]']","['99.63', 'startingValue']","['finalValue', '1131']",['ZYBERI ALIM'],['1'],['99.63'],"['wastePercentage', '1107.0']","['startingWeight', '0.0']","['0.0', 'orderCount']"
1098,SUPPLIES,,,,,['957'],['40013'],,,,,,,,,,"['startingWeight', '[160104]']","['16.75', 'startingValue']","['finalValue', '1061']","['ASSO.SUBSEA GREEK BRANCH', 'orderCount']",['1'],['16.75'],"['1675.0', 'wastePercentage']","['0.0', 'ewc']",['0.0']
1099,SUPPLIES,,,,,['957'],['40013'],,,,,,,,,,"['waste', '[160104]']",['80.75999999999999'],"['startingValue', '1168']","['finalValue', 'ΑΛΙΜΑΤΗΡΗΣ ΕΜΜΑΝΟΥΗΛ']",,['80.75999999999999'],"['wastePercentage', '1346.0']","['startingWeight', '0.0']",['0.0']
1100,SUPPLIES,,,,,['957'],['40013'],,,,,,,,,,"['waste', '[160104]']","['startingValue', '104.4']","['finalValue', '1110']",['ΔΗΜΗΤΡΙΟΥ ΕΠΕ'],"['1', 'wastePercentage']",['104.4'],"['1160.0', 'orderCount']","['startingWeight', '0.0']",['0.0']
1101,SUPPLIES,,,,,['957'],['40013'],,,,,,,,,,"['waste', '[160104]']",['9.28'],"['startingValue', '1140']","['ΦΡΑΓΚΙΑΔΗ ΜΑΡΙΑ- ΕΛΕΟΝΩΡΑ', 'orderCount']","['finalValue', '1']",['9.28'],"['928.0', 'wastePercentage']","['startingWeight', '0.0']",['0.0']
1102,SUPPLIES,,,,,['957'],['40013'],,,,,,,,,,"['startingWeight', '[200135 160104]']","['startingValue', '13030.34']","['finalValue', '1122']",['ΔΗΜΟΣ ΒΥΡΩΝΟΣ'],"['108', 'wastePercentage']",['13030.34'],"['117429.0', 'orderCount']","['0.0', 'ewc']",['0.0']
1103,SUPPLIES,,,,,['957'],['40013'],,,,,,,,,,"['waste', '[160104]']",['4.28'],"['1159', 'startingValue']","['ΜΕΖΙΛΗ ΕΛΙΣΑΒΕΤ', 'orderCount']","['finalValue', '1']",['4.28'],"['428.0', 'wastePercentage']","['startingWeight', '0.0']",['0.0']
1104,SUPPLIES,,,,,['957'],['40013'],,,,,,,,,,"['startingWeight', '[160104]']","['startingValue', '1058.66']","['finalValue', '1126']","['ΔΗΜΟΣ ΜΑΡΑΘΩΝΟΣ', 'orderCount']",['12'],['1058.66'],"['13985.0', 'wastePercentage']","['0.0', 'ewc']",['0.0']
1105,SUPPLIES,,,,,['957'],['40013'],,,,,,,,,,"['waste', '[160104]']",['12.45'],"['startingValue', '1182']","['ΚΑΡΑΝΤΙΝΟΣ ΕΥΑΓΓΕΛΟΣ', 'orderCount']","['finalValue', '1']",['12.45'],"['1245.0', 'wastePercentage']","['startingWeight', '0.0']",['0.0']
1106,SUPPLIES,,,,,['957'],['40013'],,,,,,,,,,"['waste', '[160104]']",['5.07'],"['startingValue', '1183']","['ΑΡΑΠΗΣ ΧΡΗΣΤΟΣ- ΚΩΝΣΤΑΝΤΙΝΟΣ', 'orderCount']","['finalValue', '1']",['5.07'],"['507.0', 'wastePercentage']","['startingWeight', '0.0']",['0.0']
1107,SUPPLIES,,,,,['957'],['40013'],,,,,,,,,,"['waste', '[160104]']",['85.4'],"['startingValue', '1150']","['ΚΟΥΜΠΗΣ ΓΕΩΡΓΙΟΣ', 'orderCount']","['finalValue', '1']",['85.4'],"['wastePercentage', '854.0']","['startingWeight', '0.0']",['0.0']
1108,SUPPLIES,,,,,['957'],['40013'],,,,,,,,,,"['startingWeight', '[200101 200135 120101 160104]']",['17628.905'],"['startingValue', '1124']","['ΔΗΜΟΣ ΑΜΑΡΟΥΣΙΟΥ', 'orderCount']","['finalValue', '143']",['17628.905'],"['177990.0', 'wastePercentage']","['0.0', 'ewc']",['0.0']
