,Relationship,Category_src,Description_src,EDescription_src,GDescription_src,full_community_id_src,name_src,Categorisation_trg,Category_trg,Description_trg,Dimensions_trg,Form_trg,Free_of_trg,Material_trg,Specifications_trg,Title_trg,ewc_trg,finalValue_trg,full_community_id_trg,name_trg,orderCount_trg,startingValue_trg,startingWeight_trg,waste_trg,wastePercentage_trg
55,SUPPLIES,['Ferrous'],"['ΣΚΡΑΠ ΨΑΛΙΔΙΣΜΕΝΟ ΠΥΚΝ >450 ΚG/M3 (ΥΛΗ)', 'Category']",,,['437'],['40000'],,,,,,,,,,"['waste', '[191202 150104]']",['49696.72'],"['1232', 'startingValue']","['ΓΚΕΚΑΣ Δ.-ΠΑΠΑΓΕΩΡΓΙΟΥ Α.ΟΕ (ΤΟΜ.ΣΙ', 'orderCount']","['finalValue', '26']",['53492.670000000006'],"['294955.0', 'wastePercentage']","['startingWeight', '14840.0']",['3.4']
56,SUPPLIES,['Ferrous'],"['ΣΚΡΑΠ ΨΑΛΙΔΙΣΜΕΝΟ ΠΥΚΝ >450 ΚG/M3 (ΥΛΗ)', 'Category']",,,['437'],['40000'],,,,,,,,,,"['startingWeight', '[170405 160117 191202 200140 191203]']","['startingValue', '4421456.37']","['finalValue', '1234']",['ΘΩΜΑΔΑΚΗΣ Α.Ε. (ΤΟΜΕΑΣ ΣΙΔΗΡΟΥ)'],"['888', 'wastePercentage']",['4510029.095'],"['20719320.0', 'orderCount']","['393785.0', 'ewc']",['1.6']
57,SUPPLIES,['Ferrous'],"['ΣΚΡΑΠ ΨΑΛΙΔΙΣΜΕΝΟ ΠΥΚΝ >450 ΚG/M3 (ΥΛΗ)', 'Category']",,,['437'],['40000'],,,,,,,,,,"['startingWeight', '[191202]']","['2075.675', 'startingValue']","['finalValue', '1230']","['ΣΧΙΖΑΣ ΧΡ.ΓΕΩΡΓΙΟΣ (ΤΟΜΕΑΣ ΣΙΔΗΡΟΥ)', 'orderCount']",['4'],['2122.675'],"['18490.0', 'wastePercentage']","['445.0', 'ewc']",['1.7']
58,SUPPLIES,['Ferrous'],"['ΣΚΡΑΠ ΨΑΛΙΔΙΣΜΕΝΟ ΠΥΚΝ >450 ΚG/M3 (ΥΛΗ)', 'Category']",,,['437'],['40000'],,,,,,,,,,"['waste', '[191203 191001 191202 191212 160117 160122 160118]']","['startingValue', '3345442.605']","['finalValue', '1064']",['AK METAL SCRAP ΕΠΕ'],['681'],['3362944.715'],"['3914274.0', 'wastePercentage']","['startingWeight', '20541.0']","['0.8', 'orderCount']"
59,SUPPLIES,['Ferrous'],"['ΣΚΡΑΠ ΨΑΛΙΔΙΣΜΕΝΟ ΠΥΚΝ >450 ΚG/M3 (ΥΛΗ)', 'Category']",,,['437'],['40000'],,,,,,,,,,"['waste', '[191202 191212 160216 160106]']","['startingValue', '683330.9627']","['finalValue', '1033']",['ECORESET AE'],"['611', 'wastePercentage']",['686111.7377'],"['4065475.0', 'orderCount']","['startingWeight', '18125.0']",['0.2']
60,SUPPLIES,['Ferrous'],"['ΣΚΡΑΠ ΨΑΛΙΔΙΣΜΕΝΟ ΠΥΚΝ >450 ΚG/M3 (ΥΛΗ)', 'Category']",,,['437'],['40000'],,,,,,,,,,"['startingWeight', '[170405 191202 200135 160214]']","['startingValue', '117411.38205']","['1263', 'finalValue']",['ΤΙΤΑΝ- Α.Ε. ΤΣΙΜΕΝΤΩΝ ΤΙΤΑΝ (ΤΟΜ.ΣΙ'],"['47', 'wastePercentage']",['119969.34945'],"['645625.0', 'orderCount']","['12195.0', 'ewc']",['1.7']
61,SUPPLIES,['Ferrous'],"['ΣΚΡΑΠ ΨΑΛΙΔΙΣΜΕΝΟ ΠΥΚΝ >450 ΚG/M3 (ΥΛΗ)', 'Category']",,,['437'],['40000'],,,,,,,,,,"['waste', '[200140]']","['startingValue', '5143.075']","['1074', 'finalValue']",['DRALL ΕΛΛΗΝΙΚΗ ΑΕ'],"['22', 'wastePercentage']",['5170.225'],"['23800.0', 'orderCount']","['startingWeight', '30.0']",['0.6']
62,SUPPLIES,['Ferrous'],"['ΣΚΡΑΠ ΨΑΛΙΔΙΣΜΕΝΟ ΠΥΚΝ >450 ΚG/M3 (ΥΛΗ)', 'Category']",,,['437'],['40000'],,,,,,,,,,"['startingWeight', '[160106 160117 160118]']","['52394.175', 'startingValue']","['1236', 'finalValue']","['Κ.Ο.ΑΝ.Ο. (ΤΟΜΕΑΣ ΣΙΔΗΡΟΥ)', 'orderCount']",['83'],['52582.875'],"['wastePercentage', '412905.0']","['1215.0', 'ewc']",['0.3']
63,SUPPLIES,['Ferrous'],"['ΣΚΡΑΠ ΨΑΛΙΔΙΣΜΕΝΟ ΠΥΚΝ >450 ΚG/M3 (ΥΛΗ)', 'Category']",,,['437'],['40000'],,,,,,,,,,"['waste', '[200140]']","['startingValue', '64409.625']","['1036', 'finalValue']",['ΒΙΣΒΑΡΔΗΣ Α.Ε.'],"['wastePercentage', '4']",['64441.875'],"['76235.0', 'orderCount']","['startingWeight', '30.0']",['0.0']
64,SUPPLIES,['Ferrous'],"['ΣΚΡΑΠ ΨΑΛΙΔΙΣΜΕΝΟ ΠΥΚΝ >450 ΚG/M3 (ΥΛΗ)', 'Category']",,,['437'],['40000'],,,,,,,,,,"['waste', '[191202]']",['0.0676'],"['startingValue', '1086']","['EDF RENEWABLES SERVICES GREECE ΜΟΝΟ', 'orderCount']","['finalValue', '1']",['0.0676'],"['6760.0', 'wastePercentage']","['startingWeight', '0.0']",['0.0']
65,SUPPLIES,['Ferrous'],"['ΣΚΡΑΠ ΨΑΛΙΔΙΣΜΕΝΟ ΠΥΚΝ >450 ΚG/M3 (ΥΛΗ)', 'Category']",,,['437'],['40000'],,,,,,,,,,"['startingWeight', '[200136 150104 150106 170411 170405 191202]']","['startingValue', '7769.132350000001']","['finalValue', '1084']",['CABLEL WIRES AE'],['16'],['7791.78235'],"['58465.0', 'wastePercentage']","['220.0', 'ewc']","['0.2', 'orderCount']"
66,SUPPLIES,['Ferrous'],"['ΣΚΡΑΠ ΨΑΛΙΔΙΣΜΕΝΟ ΠΥΚΝ >450 ΚG/M3 (ΥΛΗ)', 'Category']",,,['437'],['40000'],,,,,,,,,,"['waste', '[191202 120101 120103]']","['698734.169', 'startingValue']","['finalValue', '1215']","['ENVIRONMETAL ΜΟΝ. ΕΠΕ (ΤΟΜ.ΣΙΔΗΡΟΥ)', 'orderCount']",['473'],['714827.959'],"['5944095.0', 'wastePercentage']","['startingWeight', '152220.0']",['2.9']
67,SUPPLIES,['Ferrous'],"['ΣΚΡΑΠ ΨΑΛΙΔΙΣΜΕΝΟ ΠΥΚΝ >450 ΚG/M3 (ΥΛΗ)', 'Category']",,,['437'],['40000'],,,,,,,,,,"['startingWeight', '[191202]']","['24886.625', 'startingValue']","['1272', 'finalValue']","['ASSO.SUBSEA GREEK BRANCH (ΤΟΜ.ΣΙΔΗΡ', 'orderCount']",['20'],['26276.45'],"['wastePercentage', '158920.0']","['7420.0', 'ewc']",['5.3']
68,CONTAINS,"['Description', 'Ferrous']",['άγνωστο'],,,['438'],['9000'],,['Ferrous'],"['ΣΚΡΑΠ ΨΑΛΙΔΙΣΜΕΝΟ ΠΥΚΝ >450 ΚG/M3 (ΥΛΗ)', 'Category']",,,,,,,,,['437'],['40000'],,,,,
69,CONTAINS,"['Description', 'Ferrous']",['κουτάκι'],,,['439'],['9101'],,['Ferrous'],"['ΣΚΡΑΠ ΨΑΛΙΔΙΣΜΕΝΟ ΠΥΚΝ >450 ΚG/M3 (ΥΛΗ)', 'Category']",,,,,,,,,['437'],['40000'],,,,,
70,CONTAINS,"['Description', 'Ferrous']",['λαμαρίνες'],,,['440'],['9102'],,['Ferrous'],"['ΣΚΡΑΠ ΨΑΛΙΔΙΣΜΕΝΟ ΠΥΚΝ >450 ΚG/M3 (ΥΛΗ)', 'Category']",,,,,,,,,['437'],['40000'],,,,,
71,CONTAINS,['Ferrous'],"['ζάντες + βαρύ προς shredder κλπ από ΟΤΚΖ', 'Category']",,,['441'],['9103'],,['Ferrous'],"['ΣΚΡΑΠ ΨΑΛΙΔΙΣΜΕΝΟ ΠΥΚΝ >450 ΚG/M3 (ΥΛΗ)', 'Category']",,,,,,,,,['437'],['40000'],,,,,
72,CONTAINS,['Ferrous'],"['Σύρματα + διάφορο', 'Category']",,,['442'],['9104'],,['Ferrous'],"['ΣΚΡΑΠ ΨΑΛΙΔΙΣΜΕΝΟ ΠΥΚΝ >450 ΚG/M3 (ΥΛΗ)', 'Category']",,,,,,,,,['437'],['40000'],,,,,
73,CONTAINS,"['Description', 'Ferrous']",['Βαρέλια'],,,['443'],['9106'],,['Ferrous'],"['ΣΚΡΑΠ ΨΑΛΙΔΙΣΜΕΝΟ ΠΥΚΝ >450 ΚG/M3 (ΥΛΗ)', 'Category']",,,,,,,,,['437'],['40000'],,,,,
74,CONTAINS,['Ferrous'],"['Βαρύ για ΣΟΒΕΛ', 'Category']",,,['444'],['9107'],,['Ferrous'],"['ΣΚΡΑΠ ΨΑΛΙΔΙΣΜΕΝΟ ΠΥΚΝ >450 ΚG/M3 (ΥΛΗ)', 'Category']",,,,,,,,,['437'],['40000'],,,,,
75,SUPPLIES,['Ferrous'],"['ΥΛΙΚΑ ΜΗΧΑΝΙΚΗΣ ΑΠΟΣΥΝΑΡΜΟΛΟΓΗΣΗΣ (ΥΛΗ)', 'Category']",,,['445'],['40001'],,,,,,,,,,"['waste', '[191202 160216 191203 160106 200101]']","['startingValue', '607560.285']","['finalValue', '991']",['ΒΙΑΝΑΤΤ ΑΒΕΕ'],['733'],['609856.42'],"['4484116.0', 'wastePercentage']","['startingWeight', '11886.0']","['0.2', 'orderCount']"
76,SUPPLIES,['Ferrous'],"['ΥΛΙΚΑ ΜΗΧΑΝΙΚΗΣ ΑΠΟΣΥΝΑΡΜΟΛΟΓΗΣΗΣ (ΥΛΗ)', 'Category']",,,['445'],['40001'],,,,,,,,,,"['waste', '[191202 191212 160216 160106]']","['startingValue', '683330.9627']","['finalValue', '1033']",['ECORESET AE'],"['611', 'wastePercentage']",['686111.7377'],"['4065475.0', 'orderCount']","['startingWeight', '18125.0']",['0.2']
77,IS_PROCESSED_WITH,['Ferrous'],"['ΥΛΙΚΑ ΜΗΧΑΝΙΚΗΣ ΑΠΟΣΥΝΑΡΜΟΛΟΓΗΣΗΣ (ΥΛΗ)', 'Category']",,,['445'],['40001'],,,,,,,,,,,,['690'],['Magnetic Separation'],,,,,
78,IS_PROCESSED_WITH,['Ferrous'],"['ΥΛΙΚΑ ΜΗΧΑΝΙΚΗΣ ΑΠΟΣΥΝΑΡΜΟΛΟΓΗΣΗΣ (ΥΛΗ)', 'Category']",,,['445'],['40001'],,,,,,,,,,,,['691'],['Eddy Current Separation'],,,,,
79,IS_PROCESSED_WITH,['Ferrous'],"['ΥΛΙΚΑ ΜΗΧΑΝΙΚΗΣ ΑΠΟΣΥΝΑΡΜΟΛΟΓΗΣΗΣ (ΥΛΗ)', 'Category']",,,['445'],['40001'],,,,,,,,,,,,['689'],['Shredder'],,,,,
80,SUPPLIES,['Ferrous'],"['ΣΚΡΑΠ ΑΥΤΟΚΙΝ. ΓΙΑ ΑΛΕΣΗ (ΥΛΗ)', 'Category']",,,['446'],['40002'],,,,,,,,,,"['startingWeight', '[191202 160801 191203 160118 160122 170411 191212]']","['962668.699', 'startingValue']","['1224', 'finalValue']",['ΑΡΓΥΡΟΠΟΥΛΟΣ ΓΕΩΡΓΙΟΣ & ΣΙΑ ΟΕ(ΤΟΜ.'],"['277', 'wastePercentage']",['975533.679'],"['6766012.0', 'orderCount']","['98985.0', 'ewc']",['1.0']
81,SUPPLIES,['Ferrous'],"['ΣΚΡΑΠ ΑΥΤΟΚΙΝ. ΓΙΑ ΑΛΕΣΗ (ΥΛΗ)', 'Category']",,,['446'],['40002'],,,,,,,,,,"['waste', '[191202 191001 160106]']","['startingValue', '22289665.657']","['1010', 'finalValue']","['ΚΙΤΣΟΛΑΜΠΡΟΣ ΝΙΚ.-ΑΝΤΩΝΙΟΥ ΝΙΚ ΟΕ', 'orderCount']",['6902'],['22799895.953'],"['183749046.0', 'wastePercentage']","['startingWeight', '4170066.0']",['1.4']
82,SUPPLIES,['Ferrous'],"['ΣΚΡΑΠ ΑΥΤΟΚΙΝ. ΓΙΑ ΑΛΕΣΗ (ΥΛΗ)', 'Category']",,,['446'],['40002'],,,,,,,,,,"['startingWeight', '[160106 160117 160118 160801 191202 160122]']",['157705.25'],"['startingValue', '1048']","['ΕΜ. ΠΑΤΕΛΗΣ-Μ. ΣΠΑΝΟΥ Ο.Ε.', 'orderCount']","['23', 'finalValue']",['158791.55000000002'],"['352833.0', 'wastePercentage']","['7485.0', 'ewc']",['1.4']
83,SUPPLIES,['Ferrous'],"['ΣΚΡΑΠ ΑΥΤΟΚΙΝ. ΓΙΑ ΑΛΕΣΗ (ΥΛΗ)', 'Category']",,,['446'],['40002'],,,,,,,,,,"['startingWeight', '[191202 160104]']",['148.95420000000001'],"['startingValue', '1071']","['ΑΜΕΡΙΚΑΝΙΚΗ ΠΡΕΣΒΕΙΑ', 'orderCount']","['finalValue', '5']",['148.95420000000001'],"['20310.0', 'wastePercentage']","['0.0', 'ewc']",['0.0']
84,SUPPLIES,['Ferrous'],"['ΣΚΡΑΠ ΑΥΤΟΚΙΝ. ΓΙΑ ΑΛΕΣΗ (ΥΛΗ)', 'Category']",,,['446'],['40002'],,,,,,,,,,"['startingWeight', '[170405 191202 160801]']","['27788.1', 'startingValue']","['finalValue', '1241']","['ΕΛΒΕΝ ΓΕΝΙΚΗ ΑΝΑΚΥΚΛΩΣΗ Μ.Ι.Κ.Ε.(ΤΟ', 'orderCount']",['11'],['28010.9'],"['228056.0', 'wastePercentage']","['1920.0', 'ewc']",['0.4']
85,SUPPLIES,['Ferrous'],"['ΣΚΡΑΠ ΑΥΤΟΚΙΝ. ΓΙΑ ΑΛΕΣΗ (ΥΛΗ)', 'Category']",,,['446'],['40002'],,,,,,,,,,"['startingWeight', '[160106]']","['startingValue', '32654.125']","['finalValue', '1248']","['ΛΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ & ΣΙΑ ΕΠΕ(ΤΟΜ.Σ', 'orderCount']",['22'],['32654.125'],"['274075.0', 'wastePercentage']","['0.0', 'ewc']",['0.0']
86,SUPPLIES,['Ferrous'],"['ΣΚΡΑΠ ΑΥΤΟΚΙΝ. ΓΙΑ ΑΛΕΣΗ (ΥΛΗ)', 'Category']",,,['446'],['40002'],,,,,,,,,,"['startingWeight', '[191202]']","['1607.9250000000002', 'startingValue']","['1217', 'finalValue']","['RISE ΜΟΝΟΠΡΟΣΩΠΗ ΑΕ (ΤΟΜΕΑΣ ΣΙΔΗΡΟΥ', 'orderCount']",['1'],['1764.6750000000002'],"['10695.0', 'wastePercentage']","['950.0', 'ewc']",['8.9']
87,SUPPLIES,['Ferrous'],"['ΣΚΡΑΠ ΑΥΤΟΚΙΝ. ΓΙΑ ΑΛΕΣΗ (ΥΛΗ)', 'Category']",,,['446'],['40002'],,,,,,,,,,"['startingWeight', '[160106 160117 160118]']","['52394.175', 'startingValue']","['1236', 'finalValue']","['Κ.Ο.ΑΝ.Ο. (ΤΟΜΕΑΣ ΣΙΔΗΡΟΥ)', 'orderCount']",['83'],['52582.875'],"['wastePercentage', '412905.0']","['1215.0', 'ewc']",['0.3']
88,SUPPLIES,['Ferrous'],"['ΣΚΡΑΠ ΑΥΤΟΚΙΝ. ΓΙΑ ΑΛΕΣΗ (ΥΛΗ)', 'Category']",,,['446'],['40002'],,,,,,,,,,"['startingWeight', '[160106 160117 160801 160122 191202 160118]']",['444266.75'],"['1257', 'startingValue']","['ΣΩΤΗΡΙΟΥ Α. ΤΡΑΚΟΠΟΥΛΟΥ Ι. ΕΠΕ (ΤΟΜ', 'orderCount']","['finalValue', '516']",['444924.775'],"['wastePercentage', '2427634.0']","['3900.0', 'ewc']",['0.2']
89,SUPPLIES,['Ferrous'],"['ΣΚΡΑΠ ΑΥΤΟΚΙΝ. ΓΙΑ ΑΛΕΣΗ (ΥΛΗ)', 'Category']",,,['446'],['40002'],,,,,,,,,,"['[160117 160106 191202 160122]', 'startingWeight']",['130655.925'],"['startingValue', '1270']","['RECYCLING CARS ΜΟΝ.ΙΚΕ (ΤΟΜ.ΣΙΔΗΡΟΥ', 'orderCount']","['finalValue', '303']",['131719.75'],"['817640.0', 'wastePercentage']","['5770.0', 'ewc']",['0.9']
90,SUPPLIES,['Ferrous'],"['ΣΚΡΑΠ ΑΥΤΟΚΙΝ. ΓΙΑ ΑΛΕΣΗ (ΥΛΗ)', 'Category']",,,['446'],['40002'],,,,,,,,,,"['waste', '[191202 160106]']",['806008.55'],"['1220', 'startingValue']","['ΑΝΑΚΥΚΛΩΣΗ ΜΕΣΣΗΝΙΑΣ ΑΕ (ΤΟΜ.ΣΙΔΗΡΟ', 'orderCount']","['finalValue', '258']",['815940.875'],"['6734550.0', 'wastePercentage']","['startingWeight', '86705.0']",['1.4']
91,SUPPLIES,['Ferrous'],"['ΣΚΡΑΠ ΑΥΤΟΚΙΝ. ΓΙΑ ΑΛΕΣΗ (ΥΛΗ)', 'Category']",,,['446'],['40002'],,,,,,,,,,"['waste', '[160106 191202]']",['257921.375'],"['startingValue', '1253']","['ΣΙΔΗΡΟΣΚΡΑΠ EΜΠΟΡΙΚΗ ΕΠΕ (ΤΟΜ.ΣΙΔΗΡ', 'orderCount']","['finalValue', '161']",['259630.5'],"['wastePercentage', '1863140.0']","['startingWeight', '11085.0']",['0.6']
92,SUPPLIES,['Ferrous'],"['ΣΚΡΑΠ ΑΥΤΟΚΙΝ. ΓΙΑ ΑΛΕΣΗ (ΥΛΗ)', 'Category']",,,['446'],['40002'],,,,,,,,,,"['startingWeight', '[150104 160104 160106 191202]']","['startingValue', '187110.345']","['finalValue', '1240']",['ΚΑΤΣΟΥΛΗΣ ΑΓΓΕΛΟΣ ΜΟΝ.ΕΠΕ (ΤΟΜ.ΣΙΔΗ'],"['52', 'wastePercentage']",['189210.915'],"['1375710.0', 'orderCount']","['19617.0', 'ewc']",['1.3']
93,IS_PROCESSED_WITH,['Ferrous'],"['ΣΚΡΑΠ ΑΥΤΟΚΙΝ. ΓΙΑ ΑΛΕΣΗ (ΥΛΗ)', 'Category']",,,['446'],['40002'],,,,,,,,,,,,['690'],['Magnetic Separation'],,,,,
94,IS_PROCESSED_WITH,['Ferrous'],"['ΣΚΡΑΠ ΑΥΤΟΚΙΝ. ΓΙΑ ΑΛΕΣΗ (ΥΛΗ)', 'Category']",,,['446'],['40002'],,,,,,,,,,,,['691'],['Eddy Current Separation'],,,,,
95,IS_PROCESSED_WITH,['Ferrous'],"['ΣΚΡΑΠ ΑΥΤΟΚΙΝ. ΓΙΑ ΑΛΕΣΗ (ΥΛΗ)', 'Category']",,,['446'],['40002'],,,,,,,,,,,,['689'],['Shredder'],,,,,
96,CONTAINS,['Ferrous'],"['ΣΚΡΑΠ ΑΥΤΟΚΙΝ. ΓΙΑ ΑΛΕΣΗ (ΥΛΗ)', 'Category']",,,['446'],['40002'],,['Ferrous'],"['ΟΤΚΖ ολοκλ χωρίς μηχανή', 'Category']",,,,,,,,,['448'],['9202'],,,,,
97,CONTAINS,['Ferrous'],"['ΣΚΡΑΠ ΑΥΤΟΚΙΝ. ΓΙΑ ΑΛΕΣΗ (ΥΛΗ)', 'Category']",,,['446'],['40002'],,['Ferrous'],"['ΟΤΚΖ Ολοκλ με μηχανή', 'Category']",,,,,,,,,['447'],['9201'],,,,,
98,CONTAINS,['Ferrous'],"['ΣΚΡΑΠ ΑΥΤΟΚΙΝ. ΓΙΑ ΑΛΕΣΗ (ΥΛΗ)', 'Category']",,,['446'],['40002'],,['Ferrous'],"['ΟΤΚΖ μπάλα με μηχανή', 'Category']",,,,,,,,,['449'],['9203'],,,,,
99,CONTAINS,['Ferrous'],"['ΣΚΡΑΠ ΑΥΤΟΚΙΝ. ΓΙΑ ΑΛΕΣΗ (ΥΛΗ)', 'Category']",,,['446'],['40002'],,['Ferrous'],"['ΟΤΚΖ μπάλα χωρίς μηχανή', 'Category']",,,,,,,,,['450'],['9204'],,,,,
100,CONTAINS,['Ferrous'],"['ΟΤΚΖ Ολοκλ με μηχανή', 'Category']",,,['447'],['9201'],,['Ferrous'],"['ΣΚΡΑΠ ΑΥΤΟΚΙΝ. ΓΙΑ ΑΛΕΣΗ (ΥΛΗ)', 'Category']",,,,,,,,,['446'],['40002'],,,,,
101,CONTAINS,['Ferrous'],"['ΟΤΚΖ ολοκλ χωρίς μηχανή', 'Category']",,,['448'],['9202'],,['Ferrous'],"['ΣΚΡΑΠ ΑΥΤΟΚΙΝ. ΓΙΑ ΑΛΕΣΗ (ΥΛΗ)', 'Category']",,,,,,,,,['446'],['40002'],,,,,
102,CONTAINS,['Ferrous'],"['ΟΤΚΖ μπάλα με μηχανή', 'Category']",,,['449'],['9203'],,['Ferrous'],"['ΣΚΡΑΠ ΑΥΤΟΚΙΝ. ΓΙΑ ΑΛΕΣΗ (ΥΛΗ)', 'Category']",,,,,,,,,['446'],['40002'],,,,,
103,CONTAINS,['Ferrous'],"['ΟΤΚΖ μπάλα χωρίς μηχανή', 'Category']",,,['450'],['9204'],,['Ferrous'],"['ΣΚΡΑΠ ΑΥΤΟΚΙΝ. ΓΙΑ ΑΛΕΣΗ (ΥΛΗ)', 'Category']",,,,,,,,,['446'],['40002'],,,,,
104,SUPPLIES,['Ferrous'],"['ΚΟΥΖΙΝΕΣ ΑΠΟΡΡΥΠΑΣΜΕΝΕΣ (ΥΛΗ)', 'Category']",,,['451'],['40003'],,,,,,,,,,"['waste', '[191202 160216 191203 160106 200101]']","['startingValue', '607560.285']","['finalValue', '991']",['ΒΙΑΝΑΤΤ ΑΒΕΕ'],['733'],['609856.42'],"['4484116.0', 'wastePercentage']","['startingWeight', '11886.0']","['0.2', 'orderCount']"
105,SUPPLIES,['Ferrous'],"['ΚΟΥΖΙΝΕΣ ΑΠΟΡΡΥΠΑΣΜΕΝΕΣ (ΥΛΗ)', 'Category']",,,['451'],['40003'],,,,,,,,,,"['waste', '[191202 191212 160216 160106]']","['startingValue', '683330.9627']","['finalValue', '1033']",['ECORESET AE'],"['611', 'wastePercentage']",['686111.7377'],"['4065475.0', 'orderCount']","['startingWeight', '18125.0']",['0.2']
106,IS_PROCESSED_WITH,['Ferrous'],"['ΚΟΥΖΙΝΕΣ ΑΠΟΡΡΥΠΑΣΜΕΝΕΣ (ΥΛΗ)', 'Category']",,,['451'],['40003'],,,,,,,,,,,,['690'],['Magnetic Separation'],,,,,
107,IS_PROCESSED_WITH,['Ferrous'],"['ΚΟΥΖΙΝΕΣ ΑΠΟΡΡΥΠΑΣΜΕΝΕΣ (ΥΛΗ)', 'Category']",,,['451'],['40003'],,,,,,,,,,,,['689'],['Shredder'],,,,,
108,IS_PROCESSED_WITH,['Ferrous'],"['ΚΟΥΖΙΝΕΣ ΑΠΟΡΡΥΠΑΣΜΕΝΕΣ (ΥΛΗ)', 'Category']",,,['451'],['40003'],,,,,,,,,,,,['691'],['Eddy Current Separation'],,,,,
109,SUPPLIES,['Ferrous'],"['ΘΕΡΜΟΣΙΦΩΝΕΣ ΑΠΟΡΡΥΠΑΣΜΕΝΟΙ (ΥΛΗ)', 'Category']",,,['452'],['40004'],,,,,,,,,,"['waste', '[191202 160216 191203 160106 200101]']","['startingValue', '607560.285']","['finalValue', '991']",['ΒΙΑΝΑΤΤ ΑΒΕΕ'],['733'],['609856.42'],"['4484116.0', 'wastePercentage']","['startingWeight', '11886.0']","['0.2', 'orderCount']"
110,SUPPLIES,['Ferrous'],"['ΘΕΡΜΟΣΙΦΩΝΕΣ ΑΠΟΡΡΥΠΑΣΜΕΝΟΙ (ΥΛΗ)', 'Category']",,,['452'],['40004'],,,,,,,,,,"['waste', '[191202 191212 160216 160106]']","['startingValue', '683330.9627']","['finalValue', '1033']",['ECORESET AE'],"['611', 'wastePercentage']",['686111.7377'],"['4065475.0', 'orderCount']","['startingWeight', '18125.0']",['0.2']
111,IS_PROCESSED_WITH,['Ferrous'],"['ΘΕΡΜΟΣΙΦΩΝΕΣ ΑΠΟΡΡΥΠΑΣΜΕΝΟΙ (ΥΛΗ)', 'Category']",,,['452'],['40004'],,,,,,,,,,,,['691'],['Eddy Current Separation'],,,,,
112,IS_PROCESSED_WITH,['Ferrous'],"['ΘΕΡΜΟΣΙΦΩΝΕΣ ΑΠΟΡΡΥΠΑΣΜΕΝΟΙ (ΥΛΗ)', 'Category']",,,['452'],['40004'],,,,,,,,,,,,['689'],['Shredder'],,,,,
113,IS_PROCESSED_WITH,['Ferrous'],"['ΘΕΡΜΟΣΙΦΩΝΕΣ ΑΠΟΡΡΥΠΑΣΜΕΝΟΙ (ΥΛΗ)', 'Category']",,,['452'],['40004'],,,,,,,,,,,,['690'],['Magnetic Separation'],,,,,
114,IS_PROCESSED_WITH,['Ferrous'],"['ΗΛΕΚΤΡ.ΣΥΣΚ. ΑΠΟΡΡΥΠΑΣΜΕΝΕΣ ΧΥΔΗΝ (ΥΛΗ)', 'Category']",,,['453'],['40005'],,,,,,,,,,,,['690'],['Magnetic Separation'],,,,,
115,IS_PROCESSED_WITH,['Ferrous'],"['ΗΛΕΚΤΡ.ΣΥΣΚ. ΑΠΟΡΡΥΠΑΣΜΕΝΕΣ ΧΥΔΗΝ (ΥΛΗ)', 'Category']",,,['453'],['40005'],,,,,,,,,,,,['689'],['Shredder'],,,,,
116,IS_PROCESSED_WITH,['Ferrous'],"['ΗΛΕΚΤΡ.ΣΥΣΚ. ΑΠΟΡΡΥΠΑΣΜΕΝΕΣ ΧΥΔΗΝ (ΥΛΗ)', 'Category']",,,['453'],['40005'],,,,,,,,,,,,['691'],['Eddy Current Separation'],,,,,
117,SUPPLIES,['Ferrous'],"['ΠΛΥΝΤΗΡΙΑ ΑΠΟΡΡΥΠΑΣΜΕΝΑ (ΥΛΗ)', 'Category']",,,['454'],['40006'],,,,,,,,,,"['waste', '[191202 160216 191203 160106 200101]']","['startingValue', '607560.285']","['finalValue', '991']",['ΒΙΑΝΑΤΤ ΑΒΕΕ'],['733'],['609856.42'],"['4484116.0', 'wastePercentage']","['startingWeight', '11886.0']","['0.2', 'orderCount']"
118,SUPPLIES,['Ferrous'],"['ΠΛΥΝΤΗΡΙΑ ΑΠΟΡΡΥΠΑΣΜΕΝΑ (ΥΛΗ)', 'Category']",,,['454'],['40006'],,,,,,,,,,"['waste', '[191202 191212 160216 160106]']","['startingValue', '683330.9627']","['finalValue', '1033']",['ECORESET AE'],"['611', 'wastePercentage']",['686111.7377'],"['4065475.0', 'orderCount']","['startingWeight', '18125.0']",['0.2']
119,IS_PROCESSED_WITH,['Ferrous'],"['ΠΛΥΝΤΗΡΙΑ ΑΠΟΡΡΥΠΑΣΜΕΝΑ (ΥΛΗ)', 'Category']",,,['454'],['40006'],,,,,,,,,,,,['690'],['Magnetic Separation'],,,,,
120,IS_PROCESSED_WITH,['Ferrous'],"['ΠΛΥΝΤΗΡΙΑ ΑΠΟΡΡΥΠΑΣΜΕΝΑ (ΥΛΗ)', 'Category']",,,['454'],['40006'],,,,,,,,,,,,['691'],['Eddy Current Separation'],,,,,
121,IS_PROCESSED_WITH,['Ferrous'],"['ΠΛΥΝΤΗΡΙΑ ΑΠΟΡΡΥΠΑΣΜΕΝΑ (ΥΛΗ)', 'Category']",,,['454'],['40006'],,,,,,,,,,,,['689'],['Shredder'],,,,,
